지점명,주소,다행
광주지점,광주 서구 상무누리로 57-3,"4,000 "
금남로지점,광주 광산구 평동산단로 67,"3,000 "
성서지점,대구 동구 금강로16길 7,"1,280 "
서소문지점,경기 포천시 내촌면 금강로 3083-19,"3,000 "
마포지점,경남 함양군 수동면 산업단지길 148,"24,625 "
압구정지점,"서울 강남구 언주로174길 30, 지하1층","111,000 "
분당지점,경기 성남시 중원구 둔촌대로457번길 13,"15,000 "
분당지점,경기 화성시 팔탄면 시청로 854,"20,000 "
부천지점,"서울 금천구 가산동 345-4번지 에이스하이엔드타워8차 8, 1001,1002호",336 
김해지점,부산 강서구 녹산화전로 93,"3,543 "
부천지점,인천 미추홀구 염전로 91,"36,876 "
시화지점,경기 안산시 단원구 지원로 27,"1,400 "
송도지점,"서울 서초구 강남대로 601, 7층","30,000 "
벤처기술금융실,대전 유성구 문지로 272-27,"5,000 "
시화지점,"경기 안산시 단원구 목내로 87, 반월공단","6,220 "
부산지점,경남 김해시 한림면 용덕로 188-19,283 
충주지점,충북 충주시 중앙탑면 감노로 2230,"3,000 "
인천지점,서울 용산구 한남대로 39,"7,617 "
하남지점,충남 논산시 은진면 버들길 137,"3,000 "
안양지점,경기 포천시 신북면 신평로16번길 207,"4,909 "
평택지점,경기 화성시 장안면 노진길 75-4,900 
수원지점,충북 보은군 삼승면 남부로 3750-148,"24,151 "
여수지점,"서울 강남구 삼성로 634, 8층","21,000 "
군산지점,전북 군산시 군산산단로 143-12,"43,079 "
창원지점,경남 창원시 마산회원구 3.15대로 669,244 
잠실지점,"경기 성남시 수정구 위례광장로 300, 10층 1008호","1,405 "
하남지점,충북 음성군 삼성면 대성로547번길 105,"1,000 "
부산지점,"서울 중구 퇴계로 97, 1903호","1,999 "
남울산지점,울산 울주군 온산읍 회학3길 56-14,740 
산본지점,충남 예산군 덕산면 남은들로 167-25,2 
목포지점,전남 목포시 산정공단로 49-1,"1,800 "
서부산지점,부산 강서구 미음국제7로 52,"5,000 "
용인지점,"경기 안양시 동안구 엘에스로 92, 업무지원 나동 311호,312호","2,000 "
경주지점,경북 경주시 충현로 64,"2,461 "
용인지점,경기 이천시 모가면 대월로 2-2,"2,752 "
경산지점,경북 경산시 하양읍 지식산업2로 124,580 
잠원지점,경기 포천시 창수면 금화봉길 185-43,"3,800 "
마포지점,서울 마포구 어울마당로5길 41,"20,000 "
종로지점,"서울 강남구 테헤란로52길 6, 1408호",0 
양산지점,울산 북구 염포로 260-10,"1,125 "
산본지점,경기 평택시 송탄로 65,"7,000 "
충주지점,경기 하남시 하남대로284번길 45,"1,000 "
산본지점,서울 금천구 독산로 255,"1,400 "
송도지점,서울 양천구 목동동로 210,"4,500 "
용인지점,경기 화성시 금반1길 12,"8,000 "
한티지점,인천 서구 중봉대로198번길 2,"3,600 "
청주지점,"충북 청주시 흥덕구 청주역로338번길 2-1, 2층",475 
진주지점,"BA THIEN II INDUSTRIAL PARK, THIEN KE WARD, BINH XUYEN DISTRICT, VINH PHUC PROVINCE, VIETNAM",0 
부산지점,부산 동구 중앙대로320번길 6,"4,000 "
김해지점,"부산 사상구 가야대로 55, 2층","2,357 "
마포지점,경기 화성시 남양읍 주석로175번길 49,"6,385 "
경산지점,경북 경산시 자인면 북사리 1086-3번지 자인지방산업단지,"1,000 "
일산지점,충북 음성군 맹동면 용두5길 22,"2,893 "
구미지점,경기 김포시 고촌읍 아라육로 16,"1,000 "
일산지점,"서울 용산구 한강대로62나길 17, 6층",850 
노원지점,경기 포천시 관인면 창동로1230번길 94,"22,072 "
수원지점,경기 안성시 대덕면 미륵로 149,"2,294 "
부천지점,경기 파주시 파주읍 정문로586번길 118,500 
강남지점,경기 광주시 곤지암읍 경충대로 732-37,"6,000 "
종로지점,서울 용산구 이태원로27길 96,"1,100 "
전주지점,서울 용산구 한강대로72길 3,"24,959 "
양산지점,경남 양산시 북정공단2길 97,"5,161 "
울산지점,울산 울주군 언양읍 대암둔기로 48-80,200 
강남지점,경기 김포시 하성면 봉성로 116,"12,300 "
진주지점,"전북 전주시 덕진구 유상로 67, 404호",304 
춘천지점,강원 홍천군 북방면 홍천로 183,"1,188 "
춘천지점,강원 춘천시 동내면 영서로 1864,"1,670 "
송도지점,인천 연수구 첨단대로30번길 15,"1,000 "
인천지점,인천 남동구 음실서로 66,"9,435 "
천안지점,충남 아산시 둔포면 아산밸리로 171,"31,420 "
전주지점,"서울 종로구 종로1길 50, A동","66,733 "
청주지점,충남 당진시 석문면 산단2로 95,990 
제주지점,제주 제주시 한북로 162,"4,824 "
안양지점,"경기 안양시 만안구 만안로 49, 426호",450 
양산지점,서울 금천구 가산동 481-11번지 대륭테크노타운8차 5층 504호,"1,733 "
성서지점,경북 구미시 산동읍 첨단기업7로 89,"1,875 "
청주지점,경기 구리시 수택천로25번길 14,"8,525 "
노원지점,경기 안산시 단원구 만해로 165,"19,625 "
화성지점,"서울 강남구 테헤란로 152, 5층","5,000 "
벤처기술금융실,"서울 성동구 연무장5가길 7, 1501동 1506호","1,000 "
청주지점,충북 음성군 원남면 원남산단로 274-14,900 
대전지점,"세종 한누리대로 234, 제1동 708호, 709호","1,000 "
원주지점,강원 평창군 진부면 오대천로 1693-17,"1,000 "
인천지점,인천 남동구 남동대로79번길 34,"6,000 "
가산지점,"부산 동구 중앙대로 331, 2002호","11,129 "
전주지점,전북 고창군 신림면 가평로 31,"1,000 "
군산지점,"경기 안산시 상록구 해안로 705, 본관동 703호, 704호, 705호","2,000 "
목포지점,"AV HERCULES NO.301 MACROLOTE KANBAN, INT. 21 AL 24 POLIGONO EMPRESARIAL SANTA ROSA, QUERETARO C.P.76220",0 
광주지점,"전남 영암군 시종면 고분로 6, 1동","2,000 "
전주지점,"서울 서초구 서초대로 397, 1506호",0 
대덕지점,충북 음성군 삼성면 대청로 176,"2,500 "
서소문지점,"경기 안산시 단원구 만해로 181, 지하1층",500 
부천지점,경기 성남시 중원구 둔촌대로541번길 61,"1,300 "
부천지점,"인천 남동구 앵고개로 627, 남동공단","13,700 "
강남지점,경기 용인시 기흥구 청명산로 46,"5,362 "
청주지점,충북 청주시 청원구 북이면 내수로 796-50,950 
노원지점,"서울 노원구 동일로 1636, 5층","5,303 "
시화지점,서울 송파구 양재대로71길 2-17,0 
시화지점,"인천 부평구 길주로 633, 8층",846 
경주지점,경북 경주시 내남면 명계2길 51-24,"2,875 "
광주지점,광주 서구 매월2로 16,"1,500 "
일산지점,경기 고양시 일산서구 일산로 563,648 
동탄지점,경기 화성시 삼성1로5길 46,"2,150 "
동탄지점,경기 화성시 삼성1로5길 46,"1,440 "
부산지점,경남 양산시 어곡공단4길 25,"1,000 "
충주지점,"2200 IPAR UTCA 20, MONOR, HUNGARY",0 
송도지점,"인천 남동구 남동서로 102, 남동공단","1,500 "
원주지점,"경기 안성시 원곡면 지산길 142, 110-3","8,008 "
전주지점,부산 사상구 사상로425번길 35,"4,250 "
금정지점,부산 금정구 공단로 42-11,"3,600 "
금정지점,부산 금정구 공단로 42-11,"7,000 "
평택지점,경기 평택시 현덕면 현덕로 350-7,"1,230 "
기업금융1실,서울 서초구 사평대로 343,"5,000 "
청주지점,충북 청주시 청원구 중앙로 95,"17,520 "
김포지점,서울 강남구 도곡로1길 25,"13,000 "
부천지점,"서울 영등포구 국회대로 780, 941호","3,255 "
부천지점,경기 김포시 양촌읍 황금로324번길 11,294 
청주지점,충북 청주시 흥덕구 오송읍 오송생명1로 197,"42,022 "
한티지점,"서울 구로구 디지털로 242, 17층",0 
성동지점,"서울 성동구 왕십리로 115, 7층",740 
시화지점,충남 천안시 동남구 북면 양곡1길 75,"2,623 "
성서지점,경북 칠곡군 왜관읍 2산업단지3길 71-19,"2,800 "
분당지점,"서울 구로구 경인로 662, 14층","10,000 "
제주지점,제주 제주시 선반로6길 9,440 
노원지점,대전 유성구 테크노1로 65,"14,200 "
종로지점,충남 천안시 동남구 동면 충절로 2294-35,"7,600 "
금천지점,"32 MOLESWORTH STREET DUBLIN 2, IRELAND",0 
부천지점,경기 안산시 단원구 목내로 22,"2,400 "
대구지점,대구 서구 가르뱅이로10길 31,"2,977 "
창원지점,"PLOT NO. C227, CHAKAN INDUSTRIAL AREA  PHASE Ⅱ, VILLAGE  BHAMBOLI, TALUKA  KHED, RAJGURUNAGAR, CHAKAN, PUNE  41501",0 
시화지점,서울 영등포구 은행로 14,"7,416 "
아산지점,인천 서구 누리로 3,"4,729 "
오창지점,경기 용인시 기흥구 탑실로35번길 14,0 
안산지점,"경기 안산시 단원구 민속공원로 88, 2층",100 
강남지점,"서울 마포구 월드컵북로58길 10, 6층","3,000 "
서소문지점,경기 고양시 일산서구 고양대로 136,"11,800 "
여의도지점,"서울 강남구 테헤란로 211, 16층",0 
여수지점,전남 장성군 장성읍 영천로 35,0 
가산지점,충북 괴산군 청안면 조천로2길 34,"1,503 "
마포지점,인천 중구 공항로424번길 47,"14,800 "
분당지점,"대전 중구 계백로 1605, 3층 301호","10,000 "
오창지점,"경기 고양시 일산동구 견달산로369번길 215-41, 다동",475 
마포지점,경남 창원시 의창구 대산면 주남로 515,0 
하남지점,서울 강남구 도곡로 515,"13,890 "
제주지점,제주 제주시 선사로4길 14,"1,564 "
남울산지점,울산 울주군 온산읍 회학2길 34,"37,050 "
안산지점,경기 가평군 북면 화악산로124번길 3-17,178 
일산지점,충남 아산시 인주면 인주로 267,"7,000 "
대구지점,경북 김천시 공단3길 64,0 
해양산업금융실,서울 영등포구 여의공원로 111 태영빌딩 3층,0 
동탄지점,경기 포천시 가산면 궁말길 15,450 
당진지점,"경기 성남시 중원구 둔촌대로 484, 613호","6,800 "
시화지점,"서울 서초구 신반포로 195, 5동 2층 12호 13호 14호 15호 16호 17호 18호 19호 20호 21호 37호 38호 39호 40호 41호 42호","3,000 "
금남로지점,경기 이천시 백사면 청백리로 177,"7,100 "
부천지점,경기 수원시 권선구 산업로92번길 94-20,"6,680 "
대덕지점,대전 대덕구 문평서로 56,0 
부천지점,인천 서구 도담로 85,600 
평택지점,"서울 구로구 디지털로32길 30, 905호","5,000 "
천안지점,충남 천안시 서북구 성거읍 모전1길 381-12,345 
산본지점,경기 안양시 동안구 부림로170번길 41-14,"26,680 "
청주지점,충북 청주시 흥덕구 고락로40번길 43,400 
청주지점,세종 전동면 노장공단길 53-16,"3,000 "
청주지점,"서울 영등포구 여의나루로 67, 1205호","1,350 "
일산지점,"서울 종로구 돈화문로5가길 1, 9-1호, 9-4호","7,293 "
김포지점,경기 김포시 양촌읍 황금로 338,"2,798 "
도곡지점,"경기 용인시 처인구 포곡읍 석성로 948-1, 301호","1,000 "
대구지점,대구 달서구 달서대로 232,"2,011 "
분당지점,"서울 강남구 봉은사로114길 32, 701호",720 
평택지점,경기 화성시 양감면 솔안길 112,800 
분당지점,경기도 성남시 분당구 판교로 308,0 
창원지점,"경남 함안군 가야읍 함마대로 1256-40, 58","31,322 "
동탄지점,경기 화성시 양감면 솔안길 70-13,486 
송도지점,인천 서구 중봉대로393번길 137,"3,000 "
분당지점,경기 평택시 진위면 서탄로 50,850 
대구지점,대구 달서구 와룡로45길 72-14,"4,400 "
부천지점,경기 화성시 우정읍 버들로 899-50,"7,707 "
광주지점,광주 광산구 용아로 647,"14,710 "
천안지점,충남 홍성군 광천읍 광천로 155-9,"3,000 "
분당지점,경기 성남시 분당구 황새울로360번길 19,"16,000 "
평택지점,충남 천안시 서북구 직산읍 상덕로 274,880 
대덕지점,"충남 아산시 음봉면 연암산로 71-16, B동","5,002 "
분당지점,"경기 포천시 군내면 호국로 1628, 2층","1,300 "
판교지점,서울 마포구 대흥로6길 6-1,"20,000 "
천안지점,충남 아산시 음봉면 아산온천로 528-21,"9,800 "
서초지점,"TRUST COMPANY COMPLEX, AJELTAKE ROAD, AJELTAKE ISLAND, MAJURO, MARSHALL ISLANDS MH96960",0 
충주지점,경기 성남시 분당구 탄천상로 171,"1,000 "
수원지점,경기 평택시 진위면 마산6로 88,"2,876 "
가산지점,서울 영등포구 국제금융로6길 33,"2,355 "
영업부,서울 마포구 마포대로 63-8,"67,249 "
서초지점,"TRUST COMPANY COMPLEX, AJELTAKE ROAD, AJELTAKE ISLAND, MAJURO, MARSHALL ISLANDS MH96960",0 
분당지점,"경기 용인시 수지구 현암로 99, 203호, 6층, 7층",0 
서초지점,"TRUST COMPANY COMPLEX, AJELTAKE ROAD, AJELTAKE ISLAND, MAJURO, MARSHALL ISLANDS MH96960",0 
서초지점,"TRUST COMPANY COMPLEX, AJELTAKE ROAD, AJELTAKE ISLAND, MAJURO, MARSHALL ISLANDS MH96960",0 
서초지점,"TRUST COMPANY COMPLEX, AJELTAKE ROAD, AJELTAKE ISLAND, MAJURO, MARSHALL ISLANDS MH96960",0 
춘천지점,전남 여수시 율촌면 율촌산단6로 74,"8,154 "
잠원지점,"서울 강남구 언주로151길 7, 1층",0 
서초지점,"서울 서초구 남부순환로 2583, 13층","2,000 "
대덕지점,강원 원주시 문막읍 좁은목길 60,600 
창원지점,경남 함안군 칠서면 공단서3길 37,"1,000 "
용인지점,경기 성남시 분당구 야탑로81번길 16,"4,000 "
강남지점,서울 중구 을지로82(을지로2가),0 
강남지점,서울 영등포구 여의대로 60(여의도동),"30,000 "
마포지점,부산 강서구 르노삼성대로 61,"7,854 "
부산지점,경남 양산시 상북면 석계산단4길 59,"6,777 "
청주지점,충북 음성군 대소면 산내로 147-31,810 
송도지점,대전 대덕구 신탄진로 351,0 
분당지점,"세종 가름로 170-14, 121호","4,450 "
아산지점,경기 성남시 분당구 판교로 289,0 
포항지점,경북 포항시 북구 양덕로30번길 42-6,"7,000 "
안산지점,"경기 시흥시 공단1대로 270, 201-2",855 
양산지점,경북 경주시 외동읍 문산2산단1로 69-40,"2,000 "
아산지점,경기 광주시 초월읍 산수로 642-12,"4,000 "
송도지점,경기 연천군 백학면 백학산단길 385,"8,022 "
금정지점,부산 강서구 미음국제2로 34,"17,770 "
울산지점,경남 김해시 주촌면 서부로1541번안길 50-36,"1,488 "
제주지점,제주 제주시 용문로 8,"1,254 "
대전지점,경기 안산시 단원구 능안로 7,"6,275 "
동탄지점,경기 화성시 비봉면 화성로1616번길 88-7,"8,050 "
일산지점,경기 고양시 일산서구 중앙로 1450,"8,000 "
청주지점,경기 평택시 청북읍 율북리 43-1번지,317 
당진지점,충남 당진시 고대면 고대로 618,"7,000 "
부산지점,부산 중구 해관로 65,"5,800 "
포항지점,부산 북구 백양대로 995,"5,000 "
일산지점,충북 청주시 청원구 오창읍 여천3길 166,"8,395 "
노원지점,경기 남양주시 진접읍 양진로 920,"1,200 "
당진지점,경기 포천시 내촌면 금강로2018번길 43,"3,000 "
압구정지점,"BUCHAREST, DISTRICT 1, 28C GEN. CONSTANTIN BUDISTEANU ST., 2ND FLOOR, ROOM4",0 
도곡지점,경기 포천시 송선로 219-53,"1,080 "
하남지점,경기 광주시 오포읍 봉골길 164-18,"11,080 "
성서지점,"대구 달성군 화원읍 화원로 36, 상가 1동 1호",300 
성동지점,"서울 강남구 선릉로 428, 13층 115호",500 
안양지점,경기 안양시 만안구 덕천로 16,600 
성동지점,충북 진천군 덕산읍 교학로 8,"6,789 "
판교지점,경기 성남시 분당구 판교로 289,"4,000 "
남울산지점,울산 북구 화정4길 28,240 
전주지점,경기 수원시 장안구 경수대로1220번길 23,"1,000 "
전주지점,충남 아산시 음봉면 연암율금로 272,500 
원주지점,충북 음성군 대소면 산내로 134,"3,938 "
해양산업금융실,"서울시 영등포구 국제금융로 56, 16층 (여의도동 미래에셋대우빌딩)",0 
서초지점,"서울 영등포구 양평로 68, 8층","1,455 "
광주지점,충남 아산시 둔포면 윤보선로 555,"1,750 "
평택지점,베트남 하노이 하이동,0 
용인지점,"경기 수원시 영통구 대학4로 17, 1014호","20,000 "
잠원지점,"서울 강남구 영동대로 638, 9층","11,626 "
영업부,"서울 영등포구 여의대방로43라길 6, 3층","10,000 "
영업부,"서울 강남구 테헤란로86길 13, 5층","8,000 "
성서지점,대구 달성군 유가읍 테크노순환로7길 25,"3,100 "
천안지점,충남 아산시 둔포면 신남동길 25,400 
원주지점,강원 횡성군 횡성읍 청용1길 22,"5,026 "
경주지점,경기 김포시 월곶면 애기봉로 517-80,"3,505 "
창원지점,경남 의령군 의령읍 구룡로 242,"5,750 "
잠원지점,충북 충주시 수안보면 중산길 50,0 
여의도지점,"서울 영등포구 여의서로 43, 4층 401호","3,000 "
대구지점,대구 수성구 알파시티1로 117,"2,584 "
군산지점,"서울 강남구 테헤란로86길 14, 2층","1,087 "
당진지점,충남 아산시 선장면 부엉산길 39,"5,000 "
부천지점,서울 강서구 공항대로 516,"30,000 "
목포지점,전남 목포시 삽진산단로 37,"9,650 "
기업금융2실,"252 GARVIN LANE, FRANKLIN, SIMPSON COUNTRY, KENTUCKY, USA",0 
마곡지점,서울 강서구 방화대로21길 72,0 
마포지점,"서울 용산구 청파로 109, 2층 1호","7,000 "
노원지점,경기 김포시 양촌읍 김포한강4로 391,"3,994 "
창원지점,경남 사천시 사남면 공단2로 220,"18,649 "
해양산업금융실,부산 서구 원양로 268,"31,203 "
경산지점,경북 영천시 채신2공단길 74,300 
성동지점,전북 익산시 왕궁면 국가식품로4길 24,"2,382 "
강남지점,"서울 강남구 영동대로 513, 2층","1,600 "
창원지점,"경남 창원시 마산회원구 자유무역3길 177, 표준공장1호동)","4,375 "
압구정지점,서울 서초구 동산로8길 41,"1,000 "
부천지점,경기 김포시 양촌읍 황금로 290,"12,000 "
용인지점,경기 용인시 처인구 이동읍 문화로 137-7,"8,400 "
목포지점,"서울 중구 삼일대로 363, 18층 5호,6호,7호","1,000 "
대전지점,충남 계룡시 두마면 입암길 21,"8,200 "
분당지점,"경기 성남시 분당구 판교역로 152, 13층",0 
마곡지점,서울 성동구 천호대로 432,"5,520 "
경주지점,경기 화성시 동탄산단10길 6,"4,000 "
광주지점,광주 광산구 신창동 110-55번지,"3,000 "
금정지점,"부산 금정구 중앙대로 1622, 2008호","2,800 "
아산지점,충남 아산시 둔포면 아산밸리로 285,"8,000 "
안산지점,"경기 안양시 동안구 흥안대로 415, 1022호",155 
동탄지점,경기 파주시 조리읍 안능안길 57-10,450 
영업부,"TRUST COMPANY COMPLEX, AJELTAKE ROAD, AJELTAKE ISLAND, MAJURO, MARSHALL ISLANDS, MH96960",0 
영업부,"TRUST COMPANY COMPLEX, AJELTAKE ROAD, AJELTAKE ISLAND, MAJURO, MARSHALL ISLANDS, MH96960",0 
영업부,"TRUST COMPANY COMPLEX, AJELTAKE ROAD, AJELTAKE ISLAND, MAJURO, MARSHALL ISLANDS, MH96960",0 
울산지점,충남 아산시 인주면 해암로 157,"2,000 "
벤처기술금융실,"경기 성남시 수정구 창업로 42, 514호","5,000 "
송도지점,경기 화성시 장안면 포승향남로 940-83,900 
대전지점,경기 이천시 마장면 마도로 70-52,"11,303 "
산본지점,"서울 강남구 도산대로25길 38, 2층",280 
압구정지점,경기 오산시 가장산업서로 12-35,"1,600 "
부천지점,"경기 부천시 석천로 345, 301동 1406호",300 
부천지점,인천 서구 파랑로466번길 88,0 
,서울 성북구 한천로80길 31,20 
김해지점,부산 금정구 금사로 188,"5,000 "
대전지점,경기 안산시 단원구 별망로677번길 19-15,"5,000 "
종로지점,경기 안산시 단원구 별망로128번길 23,500 
대구지점,경북 영주시 가흥공단로 71,"25,000 "
분당지점,"서울 서초구 남부순환로333길 10, 1층 101호, 2층, 3층",0 
해운대지점,"F1CN & F7CN, MY PHUOC II, INDUSTRIAL PARK, BEN CAT TOWN, BINH DUONG PROVINCE, VIETNAM",0 
부산지점,부산 부산진구 전포대로 217,"5,000 "
부산지점,부산 부산진구 전포대로 217,200 
창원지점,"BASCOV, STR. SERELOR, NR.37, PITESTI, ARGES, ROMANIA",0 
금정지점,경남 양산시 유산공단4길 94,"1,000 "
포항지점,경북 경주시 외동읍 내외로 620-22,"1,000 "
여수지점,전남 나주시 청동길 134,0 
금남로지점,광주 북구 첨단벤처소로62번길 20-7,"1,000 "
대구지점,경북 문경시 가은읍 가은공단길 97,"4,690 "
창원지점,경남 창원시 의창구 북면 백월로 233-15,17 
아산지점,충남 아산시 음봉면 연암산로 88-15,"7,800 "
대전지점,"경기 안양시 동안구 벌말로 126, 1308, 1309, 1310, 1311, 1312, 1313호",386 
여의도지점,서울 마포구 마포대로 155,"8,000 "
경주지점,경북 경주시 외동읍 아기봉길 72-14,"8,800 "
대구지점,대구 서구 염색공단천로3길 11,0 
전주지점,전북 완주군 비봉면 이수백로 274-5,800 
서부산지점,부산 강서구 과학산단로333번길 29(지사동),0 
서소문지점,"서울 강남구 테헤란로 313, 3층","2,125 "
부산지점,부산 강서구 명지동 3174-8번지,0 
성동지점,충남 논산시 노성면 논산평야로 1431-10,0 
해양산업금융실,서울시 영등포구 여의나루 61 하이투자증권빌딩 11층,0 
시화지점,충북 충주시 충주산단1로 115,"2,000 "
강남지점,"서울 강남구 학동로9길 5, 4층","5,000 "
인천지점,전북 완주군 봉동읍 완주산단1로 167,"3,750 "
대구지점,대구 중구 달성로 100,"18,800 "
여수지점,전남 순천시 서면 산단4길 12,"1,339 "
여의도지점,"서울 강남구 테헤란로 504, 7층","1,000 "
분당지점,"경기 성남시 분당구 판교역로241번길 20, 3층","5,600 "
서초지점,경기 화성시 양감면 은행나무로62번길 18-99,"5,000 "
창원지점,경남 창원시 마산회원구 내서읍 광려천북로 24,50 
군산지점,경기 이천시 부발읍 신아로 58,"2,000 "
압구정지점,"서울 강남구 선릉로 648, 7층","4,600 "
노원지점,"서울 마포구 양화로 45, 8층 801호","29,250 "
서소문지점,"강원 춘천시 남춘로26번길 17-10, 1층",360 
동탄지점,"경기 수원시 영통구 창룡대로256번길 91, 1204호, 1005호, 202호-208호",500 
시화지점,충남 당진시 석문면 장고항리 1421번지,"40,365 "
대덕지점,세종 한누리대로 350,"10,000 "
진주지점,경남 고성군 고성읍 남해안대로 2771,"10,000 "
울산지점,울산 남구 부두로 393,"15,000 "
당진지점,서울 영등포구 문래동5가 6번지,"3,000 "
안산지점,중국 사천성 미산시 성미석화원 내,0 
해양산업금융실,서울 영등포구 여의대로 66 KTB빌딩 13층,0 
해운대지점,"부산 해운대구 센텀2로 24, 10층 1001호,1002호",963 
안산지점,"LO A, QUANG CHAU INDUSTRIAL ZONE, QUANG CHAU COMMUNE, VIET YEN DISTRICT, BAC GIANG PROVINCE, VIETNAM",0 
금남로지점,전남 영암군 삼호읍 삼불3길 14,500 
군산지점,"전북 군산시 공단대로 248, 5층","28,933 "
안양지점,경기 용인시 처인구 남사읍 전나무골길2번길 56-7,"26,800 "
광주지점,광주 광산구 평동산단2번로 108,"1,000 "
여의도지점,경기 이천시 모가면 대월로127번길 43,"2,300 "
안산지점,"경기 포천시 소흘읍 송우로 76, 303호","39,564 "
목포지점,전남 영암군 삼호읍 대불산단6로 69,"5,434 "
서소문지점,"서울 송파구 중대로23길 15, 402호",800 
,경기 고양시 일산동구 장대길105번길 30,0 
종로지점,경기 남양주시 강변북로 656-1,"1,800 "
산본지점,"경기 군포시 고산로148번길 17, A동 3301호","1,000 "
강남지점,경기 남양주시 화도읍 폭포로 207-15,"8,750 "
진주지점,대전 유성구 유성대로877번길 62,"7,476 "
부산지점,"부산 서구 원양로 105, 1002호","4,117 "
창원지점,경남 창원시 마산합포구 진북면 진북신촌로 228,"1,026 "
서소문지점,"서울 용산구 청파로 46, 1001호","12,116 "
도곡지점,"서울 영등포구 당산로41길 11, 1011호",900 
부천지점,경기 광주시 초월읍 산수로 653,"1,500 "
경주지점,경북 군위군 군위읍 경북대로 4052,"5,000 "
가산지점,"서울 금천구 가산디지털1로 171, 912호,913호,914호,915호,916호,917호,918호","5,745 "
마곡지점,"서울 성동구 서울숲2길 32-14, 102동 302호","1,060 "
부천지점,인천 서구 파랑로482번길 40,"9,915 "
천안지점,세종 전의면 산단길 22-15,"22,409 "
가산지점,"서울 금천구 가산디지털1로 171, 비114, 비134, 비135, 비136, 비137, 비138, 비211, 비212, 비213, 비214, 비215, 비216, 비222, 비223, 2","1,640 "
안양지점,"경기 안양시 동안구 흥안대로 457-27, 601호, 602호, 603호, 604호, 605호","1,700 "
금정지점,부산 강서구 송정길 29,"6,434 "
제주지점,"제주 제주시 아봉로 16, 201호","2,261 "
부천지점,"서울 강남구 테헤란로 133, 18층","26,000 "
김포지점,"서울 용산구 청파로 40, 3층","6,276 "
성동지점,인천 서구 원창로89번길 14-6,375 
금천지점,"UNIT 810, STAR HOUSE, 3 SALISBURY ROAD, TSIMSHATSUI, KOWLOON, HONG KONG",0 
안양지점,"경기 안양시 동안구 엘에스로91번길 32-33, 3층","1,500 "
압구정지점,경기 포천시 호국로 1044-1,"6,145 "
충주지점,"LOT 1, PHASE NU 2A, NILAI UTAMA ENTERPRISE PARK, 71800 NILAI, NEGERI SEMBILAN.",0 
서초지점,"서울 강남구 도곡로 148, 6층","7,406 "
압구정지점,서울 서초구 서운로 45,"1,800 "
전주지점,전북 전주시 완산구 원서곡길 66,"1,500 "
금천지점,경기 용인시 기흥구 이현로30번길 107,0 
평택지점,"309, JALAN TAMPIN, BANDAR SEREMBAN SELATAN, 72100 SEREMBAN, NEGERI SEMBILAN, MALAYSIA",0 
일산지점,서울 서초구 신반포로 194,"17,475 "
성동지점,"서울 영등포구 여의대로 70 25층(여의도,신한금융투자타워)","150,000 "
해양산업금융실,PPL SHIPHODINGS S.A.,0 
청주지점,충북 청주시 흥덕구 오송읍 오송생명2로 110-6,"2,385 "
잠실지점,경기 남양주시 와부읍 양정로 375-1,"4,190 "
대전지점,"서울 송파구 송파대로 167, B동 511,512호","2,000 "
,경남 창원시 성산구 반월로 16,93 
충주지점,충북 충주시 안림로 28,999 
포항지점,경북 포항시 북구 흥해읍 영일만산단남로75번길 15,"63,152 "
시화지점,"서울 송파구 송파대로 111, 하비오타워205동 515, 514, 513, 503호","2,386 "
영업부,경기 파주시 탄현면 새오리로286번길 207,535 
인천지점,인천 계양구 서운산단로2길 50,"2,000 "
용인지점,경기 용인시 수지구 문인로 30-1,"2,000 "
시화지점,"15/113, BESIDE KARANATAKA BANK, UPSTARIS, BRINDAVANAM NELLORE, NELLORE, ANDHRA PRADESH, INDIA, 524001",0 
부천지점,"경기 화성시 송산면 지화리송산테크노파크산업단지 9블럭 8,10,12롯트",999 
목포지점,전남 나주시 봉황면 봉황농공단지길 134-7,"4,000 "
광주지점,"광주 북구 북문대로33번길 11-7, 101호","15,556 "
경산지점,경북 청도군 풍각면 안국길 6,"26,730 "
,"경기 성남시 수정구 탄리로 97, 2층",83 
반포지점,"서울 강남구 테헤란로114길 16, 4층","27,500 "
,전북 전주시 덕진구 편운로 29-5,0 
금천지점,"경기 안양시 동안구 시민대로327번길 11-25, 7층","1,000 "
천안지점,"부산 연제구 중앙대로 1079, 6층","18,362 "
목포지점,"서울 용산구 한강대로48길 7, 4층","3,000 "
천안지점,서울 강남구 남부순환로 2748,"40,000 "
당진지점,충남 당진시 송악읍 순성로 777-47,"2,970 "
용인지점,서울 강남구 논현로99길 24,"11,000 "
부천지점,"충남 아산시 인주면 인주산단로 141, 1층","47,000 "
강남지점,경기 수원시 영통구 매봉로49번길 9,"2,700 "
부천지점,경기 안산시 단원구 첨단로 539,"6,679 "
판교지점,"경기 성남시 분당구 동판교로 55, 701호","7,000 "
수원지점,경기 수원시 영통구 덕영대로1499번길 21,"6,914 "
판교지점,경기 이천시 호법면 덕평로 502-15,"5,400 "
잠실지점,"서울 송파구 석촌호수로 262, 5층 502호","1,666 "
여의도지점,경기 군포시 산본로86번길 39,"10,000 "
동탄지점,"경기 오산시 가장산업서북로 103-14, 이에스티공장","6,975 "
,"서울 동작구 보라매로5길 51, 610호",0 
