지점명,주소,다행
김포지점,경기 안성시 일죽면 서동대로 7381-8,"3,000 "
반포지점,"경기 용인시 기흥구 기흥로 58, 기흥아이씨티밸리 에스케이 브이1 비동 1801호,1809호, 1810호","4,520 "
남울산지점,울산 울주군 온산읍 산암로 42,79 
김포지점,"경기 성남시 분당구 성남대로331번길 8, 5층 502호","5,000 "
분당지점,"경기 성남시 중원구 순환로226번길 14, 7층","5,000 "
종로지점,서울 종로구 견지동 60번지,175 
서소문지점,서울 용산구 한강대로42길 13,"5,000 "
산본지점,경기 안산시 단원구 진흥로38번길 96,112 
춘천지점,"서울 성동구 성수일로4길 25, 203호","8,846 "
원주지점,강원 원주시 지정면 지래울로 177,977 
김해지점,경남 김해시 진례면 테크노밸리로 143,987 
안산지점,전남 순천시 해룡면 해룡산단4로 68,"2,500 "
해양산업금융실,"부산 해운대구 센텀북대로 60, 1310호","12,099 "
여의도지점,"서울 금천구 가산디지털1로 88, 지하 102호","1,200 "
양산지점,충남 천안시 동남구 풍세면 풍세산단로 199,"15,932 "
안양지점,"서울 송파구 중대로 135, 1601호","2,000 "
아산지점,충남 아산시 음봉면 산동로 190-23,"19,000 "
당진지점,"서울 중구 무교로 32, 1202호","9,517 "
전주지점,경기 시흥시 공단1대로321번길 45,"19,306 "
,충남 아산시 인주면 인주산단로 75-61,600 
송도지점,"서울 서초구 명달로 93, 601호","1,529 "
군산지점,전북 군산시 동장산로 95,"3,000 "
화성지점,경기 안산시 단원구 해안로 308,"3,000 "
원주지점,강원 태백시 철암공단길 16-15,"15,000 "
화성지점,경기 안산시 단원구 성곡동 683-5번지 시화공단6바 506호,"3,900 "
강남지점,전북 김제시 봉황공단2길 55,"1,000 "
구미지점,경북 구미시 3공단1로 112-7,"3,360 "
분당지점,서울 강남구 영동대로71길 22,0 
용인지점,경기 파주시 조리읍 팔학골길 141,"2,000 "
가산지점,"서울 마포구 마포대로4라길 30, 3층 301호","2,000 "
서소문지점,서울 용산구 이촌로29길 8-18,800 
안양지점,서울 강남구 선릉로 330,"2,904 "
당진지점,광주 광산구 평동산단로 152,"10,000 "
안양지점,"경기 이천시 마장면 덕평로 787, 1층","13,750 "
잠원지점,경기 수원시 권선구 산업로156번길 10,"1,800 "
창원지점,경기 김포시 고촌읍 장곡로 36,"17,000 "
진주지점,경상남도 함안군 대산면 장암길62,"2,729 "
성동지점,"인천 연수구 송도과학로 32, M동 3101호","2,000 "
노원지점,경기 양주시 은현면 은남로203번길 96-17,78 
용인지점,경기 성남시 중원구 상대원1동 190-1번지 SKn테크노파크 메가동 501호,500 
서소문지점,서울 강서구 공항대로 665,"11,600 "
부천지점,"서울 구로구 디지털로 288, 1603호",0 
도곡지점,경기 평택시 산단로 106,"10,990 "
포항지점,경북 포항시 남구 오천읍 송덕로212번길 65,"4,000 "
김해지점,경남 김해시 주촌면 서부로1701번안길 142-13,"5,000 "
마곡지점,경기 안산시 단원구 신원로133번길 15,"4,000 "
한티지점,서울 성동구 동일로 169,"23,000 "
제주지점,제주 제주시 청사로1길 18-4,"14,609 "
종로지점,경기 화성시 마도면 마도공단로1길 38,"3,450 "
경산지점,경북 경산시 진량읍 공단8로 91,"5,000 "
산본지점,충북 음성군 삼성면 대성로547번길 111-12,"3,500 "
아산지점,충남 아산시 둔포면 윤보선로336번길 71-8,"6,025 "
마포지점,경기 남양주시 화도읍 비룡로411번안길 16,"2,213 "
목포지점,전북 정읍시 고부면 고부농단길 32-14,"2,500 "
하남지점,"경기 성남시 중원구 둔촌대로457번길 27, 6층","1,000 "
당진지점,충남 아산시 영인면 신봉길 110-3,"20,629 "
광주지점,광주 서구 전평길 57,"1,000 "
오창지점,경기 안산시 단원구 별망로269번길 86,"4,000 "
부천지점,경북 구미시 수출대로 225,"4,238 "
안양지점,"경기 시흥시 희망공원로 14, 609호","1,114 "
도곡지점,서울 서초구 효령로 236,"1,175 "
진주지점,경남 진주시 문산읍 월아산로950번길 13-10,"3,170 "
한티지점,경남 창원시 성산구 웅남로 726,"47,269 "
창원지점,경남 창원시 의창구 대산면 가술산단로 51,"1,000 "
잠실지점,서울 송파구 위례성대로 138,"7,000 "
여수지점,전남 여수시 여수산단로 740,72 
안산지점,경기 안산시 단원구 엠티브이5로 13,659 
송도지점,충남 아산시 도고면 도고면로 48-23,"25,625 "
성동지점,부산 강서구 신항남로 330,"92,190 "
,"경북 영천시 영천산단로 64, (주)엘에프제이코리아","1,725 "
평택지점,경기 평택시 진위면 진위로328번길 58,50 
천안지점,충남 아산시 인주면 인주산단로 75-82,"7,110 "
성서지점,대구 달성군 현풍읍 테크노대로4길 17,"3,837 "
군산지점,전북 완주군 삼례읍 신수로 420,300 
의정부지점,경기 양주시 백석읍 권율로1253번길 52-71,"3,080 "
광주지점,광주 광산구 송촌동 66번지,900 
창원지점,경남 창원시 성산구 웅남로 812,"8,900 "
창원지점,경기 파주시 탄현면 평화로594번길 59,500 
오창지점,충북 진천군 덕산읍 신척산단4로 6,"1,276 "
구미지점,충남 천안시 서북구 성거읍 남산3길 58-24,"1,400 "
부천지점,경기 화성시 팔탄면 온천로 437-24,"4,340 "
안양지점,충북 음성군 생극면 일생로 435-33,"4,695 "
대전지점,대전 유성구 죽동로 89,"2,350 "
벤처기술금융실,경기 화성시 향남읍 토성로 306,500 
금천지점,"서울 영등포구 국회대로62길 14, 4층 05호","1,000 "
용인지점,경기 용인시 처인구 모현읍 대지로 409-15,"5,554 "
원주지점,강원 원주시 문막읍 석지2길 66,"1,580 "
군산지점,울산 남구 여천로 228,"1,529 "
포항지점,경북 청도군 각남면 한재로 1346,"6,950 "
아산지점,충남 천안시 동남구 수신면 5산단6로 45,"6,300 "
마곡지점,경기 광주시 청석로 288-10,"2,214 "
영업부,인천 남동구 남동서로 370,981 
평택지점,경기 화성시 우정읍 화곡로 96,"1,500 "
포항지점,경북 포항시 남구 포스코대로 437,"1,000 "
청주지점,충북 청주시 흥덕구 강내면 태성탑연로 199,400 
용인지점,서울 서초구 효령로 402,"10,000 "
마곡지점,서울 마포구 상암산로 38,"20,000 "
전주지점,"서울 강남구 도산대로75길 22, 1층","1,000 "
노원지점,서울 동대문구 왕산로 47,"11,666 "
성동지점,"서울 중구 동호로15길 31, B동","2,000 "
반포지점,"서울 종로구 삼일대로 428, 3층 365호","6,300 "
구미지점,경북 경산시 자인면 자인로 57,"4,150 "
잠원지점,"서울 강남구 학동로 343, 14층",0 
종로지점,서울 강서구 마곡중앙8로3길 79,"9,140 "
한티지점,경기 시흥시 매화산단3길 58,"1,500 "
마포지점,"서울 마포구 마포대로 19, 12층","24,670 "
강남지점,"경기 화성시 동탄오산로 86-11, 402호",0 
인천지점,경기 양주시 광적면 화합로 179-52,"3,908 "
강남지점,서울 강남구 봉은사로112길 12,"3,500 "
전주지점,전북 고창군 상하면 석남길 27,"3,000 "
강남지점,서울 강남구 도산대로1길 62,"10,850 "
금정지점,경기 화성시 남양읍 쌍송북로 52-18,0 
군산지점,서울 강남구 언주로126길 23,"7,950 "
안양지점,"경기 군포시 고산로148번길 17, B동 2301호","1,000 "
광주지점,"전남 나주시 문화로 194, 601호","6,554 "
전주지점,전북 익산시 오산면 무왕로2길 272,"1,000 "
용인지점,경기 이천시 백사면 이여로428번길 43-40,0 
강남지점,"부산 금정구 중앙대로 1799, 2층 205-1호","8,123 "
서초지점,서울 강남구 언주로89길 21,"3,000 "
양산지점,"IGNACIO SEPULVEDA 535, PARQUE INDUSTRIAL MONTERREY, BUSINESS PARK, APODACA, NL, MEXICO, 66478",0 
잠실지점,"서울 강남구 논현로 709, 4층","4,500 "
전주지점,"서울 마포구 상암산로 76, 17층18층","7,000 "
구미지점,경북 구미시 산호대로 422,"3,800 "
천안지점,"경기 성남시 분당구 판교로256번길 25, 8층","3,000 "
진주지점,경북 상주시 청리면 마공공단로 60,"7,252 "
안산지점,경기 안산시 단원구 만해로 151,"3,399 "
포항지점,경북 경주시 천북면 천북산단로 50,"8,822 "
전주지점,충남 당진시 대호지면 봉선길 58,"1,000 "
인천지점,인천 연수구 하모니로 301,"1,600 "
금남로지점,전남 장성군 남면 나노산단로 55,"6,493 "
잠실지점,경기 용인시 처인구 백암면 죽양대로912번길 83-6,445 
창원지점,"경남 창원시 의창구 차룡로48번길 44, S동 1810호",450 
김해지점,부산 강서구 미음국제4로 55,538 
여수지점,"서울 종로구 종로 19, 1901호",105 
시화지점,전북 군산시 산단남북로 39,"9,668 "
서소문지점,충남 아산시 음봉면 음봉면로30번길 77,"31,560 "
여수지점,전남 여수시 율촌면 여순로 827,"2,616 "
평택지점,경기 평택시 중앙로 136,150 
노원지점,인천 연수구 아카데미로79번길 38,"5,000 "
대덕지점,충북 진천군 덕산읍 산수산단1로 32,"6,629 "
여수지점,전남 여수시 율촌면 율촌산단2로 241-70,"13,289 "
울산지점,경기 광주시 초월읍 지월로100번길 29-67,"2,293 "
인천지점,"경기 김포시 고촌읍 전호로56번길 45, 2층",200 
부천지점,경기 화성시 정남면 정남산단3길 32,"10,350 "
대덕지점,충북 진천군 덕산읍 초금로 460,"3,240 "
노원지점,서울 영등포구 여의대로 24,"10,000 "
강남지점,경기 용인시 기흥구 덕영대로2033번길 54-1,"1,015 "
잠원지점,경기 화성시 팔탄면 약수터길 127-10,"1,350 "
안양지점,서울 광진구 자양로43길 96,"1,490 "
광주지점,전남 여수시 율촌면 율촌산단2로 203-56,"8,830 "
원주지점,강원 강릉시 주문진읍 농공단지길 28-9,243 
노원지점,경기 안성시 공단2로 104,148 
제주지점,제주 서귀포시 대정읍 일주서로3000번길 137-16,"1,749 "
잠원지점,인천 미추홀구 염전로187번길 17,"1,110 "
청주지점,충남 아산시 음봉면 월산로 128-111,"7,333 "
인천지점,"KHAI QUANG INDUSTRIAL ZONE, VINH YEN CITY, VINH PHUC PROVINCE",0 
화성지점,경기 수원시 권선구 산업로 174-29,810 
전주지점,충북 진천군 덕산읍 산수산단3로 87,"1,964 "
잠실지점,"서울 강남구 테헤란로20길 9, 6층",810 
창원지점,경남 창원시 마산합포구 진북면 대티3길 85,"1,100 "
청주지점,경기 안성시 공단1로 87,364 
진주지점,경남 진주시 사봉면 사군로303번길 19,"3,527 "
노원지점,경기 포천시 화현면 화동로 513,"7,800 "
해양산업금융실,"서울시 영등포구 국제금융로 56, 15층(여의도동, 대우증권 빌딩)",0 
여수지점,전남 순천시 해룡면 율촌산단1로 19-37,"1,000 "
부천지점,경기도 평택시 포승읍 포승공단로 118번길 118,0 
평택지점,경기 안성시 원곡면 지문로 423,"10,094 "
금남로지점,광주 광산구 진곡산단5번로 17-19,"5,956 "
마곡지점,서울 강남구 도산대로 306,"42,950 "
서초지점,"서울 마포구 마포대로 109, 101동 1403호","7,705 "
진주지점,경남 고성군 고성읍 교사대독길 390,"1,532 "
충주지점,충북 음성군 대소면 대물로 75-47,"1,980 "
금정지점,경남 양산시 그린공단3길 77,400 
노원지점,강원 정선군 남면 칠현로 504,"1,500 "
반포지점,"경기 광명시 하안로 60, 씨동 1403호, 106-1호",92 
대전지점,충북 보은군 삼승면 남부로 3790-152,476 
김포지점,경기 연천군 백학면 백학산단길 420,"7,415 "
제주지점,"제주 제주시 가령골길 15, 103호","1,000 "
대덕지점,경북 안동시 강남로 84,"4,901 "
부천지점,"서울 용산구 이촌로 105, 3층",600 
서부산지점,부산 사상구 새벽로77번길 39,"1,400 "
용인지점,경기 용인시 기흥구 지삼로 89,"9,834 "
대전지점,"서울 송파구 송파대로 201, 비동 1304호,1305호",588 
대전지점,"경기 화성시 동탄산단7길 98-7, A동 3층","7,651 "
압구정지점,서울 강남구 헌릉로 710,956 
강남지점,경기 성남시 분당구 황새울로 314,"22,557 "
여수지점,전남 여수시 율촌면 여순로 607-2,846 
대전지점,"대전 대덕구 신일동로93번길 23, 3층",180 
,경남 함안군 법수면 우거리 1010번지,252 
광주지점,광주 광산구 평동산단1번로 97,"1,000 "
압구정지점,"서울 성동구 성수일로 56, 301호","4,700 "
금정지점,"AV. MONTERREY NO. 155, COL. CENTRO, MUNICIPIO CIENEGA DE FLORES, STATE OF NUEVO LEON, MEXICO",0 
판교지점,경기 광주시 오포읍 오포로 593-6,"11,541 "
안양지점,서울 마포구 와우산로 110-3,0 
여수지점,전남 순천시 서면 산단1길 16,"19,078 "
잠원지점,서울 강남구 역삼로 115,"5,400 "
여의도지점,"서울 종로구 인사동5길 29, 10층","4,935 "
청주지점,충북 진천군 덕산읍 산수산단2로 144,"4,199 "
경주지점,경북 경주시 천북면 천북산단로2길 70,"3,000 "
송도지점,세종 전동면 노장공단길 36,900 
서초지점,"서울 성동구 뚝섬로1길 63, 701호","13,391 "
안산지점,충북 음성군 대소면 초금로 373,"3,550 "
금남로지점,전남 함평군 월야면 빛그린12로 9-10,290 
잠실지점,경기도 파주시 문산읍 선유리1376-8 선유산업단지,"8,349 "
금남로지점,광주 북구 첨단벤처소로38번길 35,"4,464 "
경주지점,경북 경주시 태종로 783,"5,726 "
성동지점,"TORRE ADMINISTRATIVA, WASHINGTON 2000 / 12TH.FLOOR, COL.OBRERA MONTERREY,N.L.,C.P.64010 MEXICO",0 
전주지점,경기 안성시 대덕면 신촌길 20-9,254 
광주지점,"충남 천안시 서북구 천안대로 969, 301동 201호","12,444 "
압구정지점,"ROAD 5, LONG THANH INDUSTRIAL PARK, LONG THANH DISTRICT, DONG NAI PROVINCE, VIETNAM",0 
군산지점,충남 논산시 성동면 산업단지로3길 7,"6,002 "
대전지점,세종 소정면 소정산단1로 22,"4,509 "
금정지점,울산 울주군 상북면 길천산업로 201,"1,340 "
안양지점,"서울 마포구 월드컵북로 361, 6층","1,000 "
잠실지점,경기 남양주시 진접읍 팔야로 160-43,"1,180 "
구미지점,베트남 박장성 비옛옌지구 반트룽공단 CN-16,0 
잠실지점,서울 중랑구 공릉로 76,"2,831 "
판교지점,경기 광주시 초월읍 산수로682번길 39,"1,175 "
여수지점,전남 광양시 광양읍 초남2공단2길 40,660 
용인지점,경기 용인시 처인구 경안천로 214-2,"2,000 "
수원지점,서울 강남구 봉은사로 609,"25,600 "
수원지점,서울 강남구 봉은사로 609,"66,368 "
마곡지점,"서울 강남구 테헤란로 432, 20층 퍼시픽투자운용 주식회사내","24,000 "
인천지점,인천 남동구 청능대로389번길 34,"8,731 "
여의도지점,서울 영등포구 여의공원로 111,"19,720 "
김해지점,"부산 해운대구 센텀동로 35, 306호","2,703 "
해양산업금융실,"서울 강남구 영동대로 511, 3604호","20,779 "
용인지점,"경기 성남시 분당구 방아로16번길 11, 2층","1,993 "
전주지점,전북 김제시 백산면 지평선산단2길 97,"7,793 "
여수지점,전남 순천시 서면 산단4길 86,"2,825 "
반포지점,서울 금천구 가산동 60-73번지 벽산디지털밸리5차 705호,"7,000 "
,경기 광주시 초월읍 산수로682번길 39,200 
안산지점,경기 화성시 팔탄면 석포로 68-13,9 
원주지점,강원 횡성군 우천면 경강로 3111,"6,880 "
금정지점,경남 양산시 소주동 233-1번지,"1,470 "
용인지점,경기 용인시 처인구 양지면 평창로 63,300 
원주지점,"강원 원주시 태장공단길 42-10, 1동 121호,3동 202호,203호",300 
시화지점,"서울 강서구 양천로 401, A동 1206호",800 
마포지점,경기 고양시 일산동구 은마길151번길 76,"25,000 "
노원지점,경기 용인시 처인구 모현읍 백옥대로 2183-1,"3,000 "
부천지점,"경기 안양시 동안구 시민대로109번길 24-3, 1층","2,680 "
마곡지점,"서울 구로구 디지털로31길 38-21, 1101호","2,000 "
성동지점,서울 강남구 봉은사로49길 12,"16,725 "
전주지점,전남 여수시 여수산단로 274-13,"2,700 "
금정지점,부산 사상구 낙동대로 867,"4,258 "
수원지점,경기 용인시 기흥구 하갈로86번길 27,"3,806 "
창원지점,경남 창원시 성산구 삼동로 109,"52,728 "
시화지점,"부산 사하구 낙동대로550번길 37, 1층 106-1호",993 
,경기 시흥시 공단1대로 237,"1,500 "
수원지점,경기 이천시 장호원읍 이황리 435-8번지,"8,000 "
대전지점,충남 논산시 연산면 계백로 2420-9,324 
시화지점,경기 안산시 단원구 별망로 256,"8,830 "
분당지점,경기 수원시 권선구 산업로156번길 88-40,0 
군산지점,전북 군산시 중가도길 14,"1,900 "
해양산업금융실,"서울시 영등포구 국제금융로 56, 15층(여의도동, 대우증권 빌딩)",0 
안산지점,경기 화성시 송산면 은수포북길 178-14,268 
전주지점,충남 서산시 고북면 고북1로 343-22,"3,000 "
성서지점,경북 경산시 진량읍 공단8로 137,"11,941 "
구미지점,전남 광양시 항만4로 20,"2,768 "
송도지점,충남 천안시 동남구 성남면 용원4길 87-56,300 
해양산업금융실,"CLARENDON HOUSE, 2 CHURCH STREET, HAMILTON, HM 11, BERMUDA",0 
해양산업금융실,"CLARENDON HOUSE, 2 CHURCH STREET, HAMILTON, HM 11, BERMUDA",0 
해양산업금융실,"CLARENDON HOUSE, 2 CHURCH STREET, HAMILTON, HM 11, BERMUDA",0 
동탄지점,경기 화성시 향남읍 요리 270-4번지,"3,650 "
남울산지점,울산 남구 왕생로100번길 9,300 
제주지점,"제주 제주시 첨단로 213-3, 301호","1,365 "
하남지점,"경기 안산시 단원구 해안로213번길 45, 반월공단","3,000 "
의정부지점,경기 양주시 광적면 부흥로882번길 35,"3,850 "
인천지점,"서울 금천구 가산디지털2로 107, 본관 3층","4,986 "
산본지점,경기 군포시 군포첨단산업1로 11,"1,408 "
서소문지점,"서울 영등포구 선유로13길 25, 1206호, 1207호, 1208호, 1209호, 1210호","4,000 "
종로지점,서울 중구 퇴계로 286,300 
한티지점,경기 양주시 은현면 도하리 408-1번지,"7,780 "
도곡지점,충북 진천군 덕산읍 옥동리 256-6번지,"2,380 "
도곡지점,"경기 평택시 송탄로 265, 4층",450 
반포지점,경기 파주시 적성면 적성산단로 72,"8,485 "
여수지점,서울 강남구 논현로 323,"44,029 "
평택지점,경기 평택시 진위면 진위2산단로 15-24,"13,000 "
청주지점,"충북 청주시 청원구 오창읍 중부로 1555, 3층","17,710 "
종로지점,REPUBLIC OF PANAMA,0 
금천지점,경기 안산시 단원구 해봉로 38,"31,578 "
여의도지점,"서울 강서구 양천로 583, A동 1208호",0 
부천지점,"충북 제천시 한방엑스포로 85,85-1","2,300 "
부천지점,인천 서구 가재울로 43-8,"2,101 "
분당지점,"경기 성남시 중원구 사기막골로 137, 808호, 1001호-1007호",870 
마곡지점,"서울 강남구 테헤란로 152, 12층","8,000 "
군산지점,"서울 강남구 논현로 325, 제2층","4,000 "
서초지점,인천 미추홀구 인주대로434번길 3,0 
경산지점,경북 영천시 금호읍 영천산단로 376,"13,920 "
용인지점,"서울 마포구 월드컵북로 434, 10층",400 
수원지점,"서울 강남구 테헤란로 142, 12층","21,000 "
성동지점,"서울 성동구 성수일로 77, 11층 1105호","2,525 "
원주지점,강원 원주시 문막읍 문막공단길 170,"4,010 "
동탄지점,경북 구미시 1공단로4길 141-54,"2,000 "
부산지점,경남 김해시 한림면 안하리 645-1번지,"2,000 "
구미지점,"대구 달서구 성서공단로11길 90-3, 2층 206호","1,000 "
서소문지점,"서울 용산구 청파로 74, 3층 비307호",997 
,"경기 시흥시 군자천로81번길 66, 204호","1,130 "
청주지점,충북 청주시 흥덕구 산단로 73,"20,768 "
도곡지점,경기 안산시 단원구 별망로 388,14 
안양지점,서울 서초구 강남대로39길 26-1,"1,995 "
하남지점,"서울 강남구 역삼로 124, 6층",250 
안산지점,전북 익산시 석암로1길 72,995 
노원지점,경기 이천시 호법면 장자터로 114-90,"2,899 "
부산지점,"부산 중구 대청로 136, 9층",0 
영업부,"서울 중구 동호로 336, 14층","2,000 "
평택지점,경기 평택시 산단로64번길 48,"8,341 "
천안지점,"서울 영등포구 여의공원로 115, 14층","104,914 "
군산지점,광주 광산구 용아로 494,"2,476 "
해양산업금융실,"서울시 영등포구 국제금융로 56, 15층(여의도동, 대우증권 빌딩)",0 
반포지점,"서울 서초구 서초대로 356, 504호",200 
포항지점,경북 포항시 남구 연일읍 철강로107번길 46,300 
광주지점,광주 광산구 진곡산단2번로 46,"5,050 "
인천지점,"경기 안산시 단원구 번영2로 118, 101호","27,000 "
대덕지점,충북 음성군 삼성면 대청로 115-25,445 
양산지점,경북 경주시 서면 대경로 2929-134,"1,090 "
하남지점,"서울 영등포구 국제금융로 70, 1703호 1702호,1703호","1,100 "
노원지점,경기 양주시 백석읍 권율로1203번길 39-31,"1,239 "
부천지점,"경기 안산시 단원구 별망로128번길 55, 706호","2,036 "
대전지점,세종 소정면 소정산단동로 27,"3,347 "
경산지점,경북 칠곡군 왜관읍 공단로4길 31-32,"3,170 "
용인지점,서울 구로구 부일로1나길 22-31,0 
금천지점,"서울 광진구 자양로 116, A동 5층 501호","2,000 "
평택지점,서울 영등포구 선유로 165,"36,000 "
전주지점,인천 서구 검단로 110,"1,600 "
분당지점,"경기 군포시 고산로148번길 17, A동 2602호","1,176 "
광주지점,전북 완주군 봉동읍 완주산단2로 251,"7,260 "
천안지점,경기 화성시 비봉면 현대기아로 825-83,0 
여의도지점,"서울 마포구 마포대로 44, 601호","3,088 "
반포지점,"서울 영등포구 국제금융로6길 33, 919호 에이865",100 
경산지점,경남 김해시 주촌면 서부로1541번안길 69,"3,000 "
서초지점,경기 화성시 정남면 관항길 178-24,"4,000 "
의정부지점,경기 파주시 적성면 적성산단3로 43,"8,900 "
창원지점,경남 창원시 성산구 연덕로27번길 53,"6,000 "
당진지점,충북 진천군 이월면 생거진천로 2028-6,"4,130 "
제주지점,제주 제주시 해안마을북길 14-6,"6,391 "
당진지점,경기 부천시 연동로131번가길 54,"2,000 "
진주지점,경남 사천시 사남면 외국기업로 152-21,"5,000 "
원주지점,강원 원주시 지정면 청정로 80,468 
금남로지점,"광주 서구 독립로204번길 2, 2층",974 
시화지점,경기 용인시 처인구 양지면 식금로 53,400 
금정지점,부산 영도구 해양로195번길 10,"13,400 "
원주지점,강원 평창군 대관령면 송전1길 81-3,"2,634 "
부산지점,부산 강서구 낙동남로991번길 35,"7,500 "
경산지점,대구 달서구 달서대로58길 121,"1,000 "
압구정지점,울산 북구 효문동 286번지,"1,000 "
금남로지점,광주 북구 금남로 146,"1,200 "
여의도지점,충남 아산시 영인면 고룡산로 275,"4,200 "
춘천지점,"경기 성남시 분당구 야탑로 26, 4층",200 
일산지점,경기 파주시 적성면 적성산단로 62,"1,038 "
서초지점,"경기 하남시 미사대로 410, 102동 425호",0 
서소문지점,"서울 용산구 청파로 74, 광장층 에이-3호",700 
아산지점,경기 양주시 백석읍 권율로1253번길 52-45,"3,605 "
구미지점,경북 구미시 1공단로4길 40,"1,000 "
종로지점,"서울 송파구 송이로 96, 4-6층",500 
서초지점,"경기 하남시 미사대로 410, 102동 421호",0 
광주지점,광주 서구 상무대로1147번길 7,"11,000 "
잠실지점,서울 강남구 논현로102길 7,"2,000 "
광주지점,"전남 화순군 화순읍 자치샘로 48, 407호","2,200 "
전주지점,충북 괴산군 사리면 모래재로이곡5길 1,"2,000 "
의정부지점,"경기 남양주시 진접읍 팔야산단로12번길 55, 56","34,881 "
광주지점,충북 청주시 청원구 오창읍 여천3길 164,"1,000 "
수원지점,인천 서구 봉수대로277번길 9,"6,400 "
부천지점,충남 아산시 신창면 궁화로 183,"22,102 "
원주지점,강원 원주시 문막읍 동화공단로 101-2,"1,120 "
울산지점,울산 울주군 상북면 길천산업로 519,"2,100 "
강남지점,서울 용산구 한강대로23길 55,"17,200 "
포항지점,경북 포항시 북구 법원로111번길 25-3,914 
천안지점,세종 전의면 음담말길 12,700 
시화지점,"인천 서구 중봉대로586번길 22, 101동 3203호",240 
성서지점,대구 달성군 구지면 국가산단대로33길 10,"48,063 "
안산지점,"경기 시흥시 마유로82번길 122, 507호","1,400 "
잠원지점,"서울 강남구 압구정로42길 54, 1층-3층",400 
남울산지점,울산 울주군 청량읍 처용산업로 243-39,900 
시화지점,"경기 안산시 단원구 정왕천동로 190, 4다동 110호",100 
충주지점,충북 음성군 삼성면 대성로 259,"5,626 "
KDB홍콩,"85 BEN FAIRLESS DRIVE, FAIRLESS HILLS, PA 19030",0 
당진지점,경기 안산시 단원구 강촌로 90,"1,760 "
강남지점,서울 강남구 테헤란로 624,"26,425 "
수원지점,"경기 화성시 양감면 은행나무로 230-17, 1동","1,000 "
광주지점,광주광역시 광산구 송촌동76,486 
부천지점,울산 울주군 웅촌면 밭마당길 40,"32,830 "
부산지점,부산 사상구 새벽로 213,"3,263 "
전주지점,서울 강서구 마곡중앙8로1길 66,"17,363 "
도곡지점,경기 용인시 처인구 모현읍 곡현로 620-42,658 
시화지점,"경기 용인시 처인구 모현읍 백옥대로 2182-42, 2182-40","2,000 "
해운대지점,부산 동구 자성로140번길 53,"28,080 "
아산지점,충북 옥천군 군서면 성왕로 564,"1,000 "
안양지점,경기 군포시 농심로72번길 1,"11,300 "
오창지점,"서울 금천구 가산디지털1로 181, 1114호",369 
분당지점,"대전 중구 계백로 1605, 3층 302호","4,750 "
포항지점,"서울 강서구 양천로 401, 에이505,506,507,508,509,510호","8,000 "
동탄지점,경기 용인시 처인구 모현읍 곡현로 620-36,"1,364 "
대구지점,대구 북구 칠곡중앙대로 21,"20,000 "
산본지점,"경북 구미시 산호대로24길 9-45, 7층","6,357 "
대구지점,대구 북구 검단공단로 98,"2,464 "
가산지점,"서울 종로구 경희궁길 9, 1,2,3,4층","3,758 "
용인지점,서울 동대문구 천호대로87길 11,"2,000 "
부천지점,충북 음성군 삼성면 용성로6번길 23,"1,760 "
인천지점,인천 서구 북항로178번길 68-15,"2,412 "
가산지점,"서울 강남구 삼성로 531, 5층","9,100 "
진주지점,경남 진주시 대곡면 대화로 78,"1,500 "
강남지점,서울 강남구 영동대로 429,"43,218 "
평택지점,경기 평택시 청북읍 청원로 362-38,950 
종로지점,"서울 용산구 독서당로 46, 한남아이파크 비106-103호",0 
강남지점,경기 광주시 곤지암읍 경충대로101번길 91,"2,000 "
시화지점,"경기 시흥시 공단1대로 341, 304호",70 
하남지점,전북 익산시 춘포면 궁성로 188-14,"1,500 "
성서지점,대구 달서구 성서공단북로5길 28,0 
당진지점,충남 천안시 서북구 직산읍 4산단5길 11-3,350 
평택지점,서울 중구 남대문로 120,"5,017 "
전주지점,서울 강남구 언주로 734,0 
인천지점,인천 서구 보도진로30번길 12,287 
금정지점,경남 김해시 한림면 김해대로916번길 154-24,"7,846 "
인천지점,"KHAI QUANG IZ, VINH YEN CITY, VINH PHUC PROVINCE, VIETNAM",0 
잠원지점,"경기 여주시 점동면 장여로 545, A동","2,000 "
강남지점,"서울 강남구 영동대로 325, 8층, 11층","1,000 "
서소문지점,"서울 용산구 백범로90라길 47, 4층 1호",350 
서초지점,마샬군도,0 
서초지점,마샬군도,0 
서초지점,마샬군도,0 
서초지점,마샬군도,0 
금천지점,"서울 영등포구 영신로 220, 1106호","5,560 "
안산지점,"경기 시흥시 산기대학로 237, 542호","6,200 "
원주지점,충북 단양군 매포읍 단양산업단지2로 47,"4,857 "
가산지점,경기 수원시 영통구 매영로 160,"9,571 "
경주지점,울산 울주군 삼동면 보은로 258-19,313 
마곡지점,경기 안산시 단원구 동산로27번길 86-6,"2,000 "
분당지점,경기 광주시 초월읍 산수로554번길 47,575 
원주지점,서울 중구 청파로 450,728 
인천지점,경기 용인시 기흥구 사은로 163,"39,503 "
광주지점,"광주 북구 북문대로33번길 11-7, B동 308호","8,696 "
수원지점,"서울 강남구 테헤란로 152, 12층","14,809 "
잠원지점,경기 군포시 산본2동 1096-3번지,"8,000 "
수원지점,경기 안성시 양성면 남북대로 1842,"15,371 "
판교지점,"경기 성남시 분당구 판교로255번길 9-22, 904호","7,446 "
광주지점,전남 장흥군 안양면 고당월계길 189,"1,810 "
광주지점,경기 이천시 부발읍 부흥로81번길 140-81,"34,250 "
