고객명,관리부점명,본사주소,"기업
공개",회계 감사의견,"기업
규모",기준연월,당행_기준년도,당행_직전년도,당행_직직전년도,기준년도,매출액_기준년도,매출액_직전년도,매출액_직직전년도,영업이익_기준년도,영업이익_직전년도,영업이익_직직전년도,당기순이익_기준년도,당기순이익_직전년도,당기순이익_직직전년도,depth_1,depth_2,depth_3,x,y
(주)엘에프리조트,여수지점,전남 광양시 광양읍 순광로 466,일반,,대기업,202205,"8,500 ","8,500 ",0 ,2021,0 ,0 ,0 ,-287 ,-2 ,0 ,-284 ,-1 ,0 ,전남,광양시,광양읍 덕례리,127.565425861327,34.9625155748762
(주)파루인쇄전자,여수지점,전남 순천시 서면 산단4길 10,일반,,중소기업,202205,300 ,300 ,0 ,2021,"5,497 ",0 ,0 ,"-1,556 ",0 ,0 ,"-1,593 ",0 ,0 ,전남,순천시,서면 선평리,127.504549259198,34.9822825599051
에스엠테크(주),여수지점,전남 여수시 진달래길 18-1,외감,적정,중소기업,202205,"16,358 ","15,938 ",0 ,2021,"9,904 ","11,205 ","7,723 ",-699 ,834 ,572 ,-997 ,426 ,110 ,전남,여수시,중흥동,127.697454109921,34.8344487543122
베르힐컨트리클럽(주),여수지점,"광주 북구 첨단연신로108번길 4, 5층",외감,적정,중소기업,202205,"20,000 ","20,000 ",0 ,2021,0 ,0 ,0 ,"-1,141 ",-258 ,-236 ,9 ,-258 ,-235 ,광주,북구,신용동,126.864858949387,35.207292660037
대성베르힐건설(주),여수지점,"전남 영광군 영광읍 옥당로 233-12, 상가동 201호",외감,적정,중소기업,202205,0 ,0 ,0 ,2021,"15,232 ","68,329 ","91,406 ",329 ,"9,347 ","8,961 ",624 ,"6,257 ","6,523 ",전남,영광군,영광읍 단주리,126.499686062606,35.2829482109966
상록지구주택재개발정비사업조합,여수지점,"경기 안양시 만안구 성결대학로 22, 401호",일반,,기타,202205,"29,407 ",0 ,0 ,2021,,,,,,,,,,경기,안양시 만안구,안양동,126.931519503345,37.3830528038902
(주)팜스토리,충주지점,"서울 강남구 강남대로 310, 3층",코스닥,적정,대기업,202205,"137,808 ","133,658 ","96,019 ",2021,"1,035,698 ","960,780 ","538,290 ","25,384 ","19,335 ","18,603 ","13,351 ","21,218 ","8,730 ",서울,강남구,역삼동,127.031485792815,37.4909831820412
(주)케이피에프,충주지점,경기 성남시 분당구 운중로 136,코스닥,적정,대기업,202205,"76,000 ","76,000 ","78,000 ",2021,"277,867 ","245,023 ","274,799 ","3,206 ",635 ,"12,790 ",708 ,"-11,117 ","7,380 ",경기,성남시 분당구,운중동,127.078062175779,37.3912652797178
(주)골드라인파렛텍,충주지점,충남 당진시 합덕읍 상덕로 597-43,외감,적정,중소기업,202205,"13,701 ","14,245 ","14,442 ",2021,"102,068 ","77,115 ","61,713 ","8,370 ","7,297 ","4,814 ","6,577 ","6,174 ","3,444 ",충남,당진시,합덕읍 대전리,126.758426672819,36.7653828641755
대우공업(주),충주지점,충남 당진시 송산면 송산로 703,외감,적정,대기업,202205,"45,762 ","38,224 ","14,946 ",2021,"126,112 ","149,481 ","147,913 ","5,231 ","5,024 ","5,697 ",870 ,"1,010 ","1,325 ",충남,당진시,송산면 무수리,126.688268433163,36.9508113209075
(주)해광,충주지점,충북 진천군 이월면 진광로 487-25,외감,적정,중소기업,202205,"13,000 ","7,000 ","5,320 ",2021,"86,876 ","85,055 ","60,201 ","4,582 ","7,507 ",671 ,"3,741 ","5,376 ",893 ,충북,진천군,이월면 노원리,127.436197621961,36.9053068623895
뉴그린창신 (주),충주지점,충북 음성군 음성읍 중리길43번길 52,외감,적정,중소기업,202205,"4,454 ","4,000 ","4,200 ",2021,"11,740 ","11,883 ","8,344 ",441 ,524 ,"-1,536 ",100 ,194 ,"-1,708 ",충북,음성군,음성읍 신천리,127.675870198217,36.9236458384405
(주)에이텍,충주지점,대전 대덕구 대화로52번안길 35,외감,적정,대기업,202205,"3,000 ","3,000 ","3,000 ",2021,"35,295 ","41,090 ","59,116 ","-1,250 ",56 ,143 ,"5,915 ","-2,351 ",-663 ,대전,대덕구,대화동,127.409095353281,36.3735530086697
서울식품공업(주),충주지점,충북 충주시 충원대로 862,상장,적정,중소기업,202205,"3,950 ","4,020 ","4,700 ",2021,"55,298 ","61,566 ","62,148 ","-3,630 ",744 ,359 ,"-5,778 ","-2,497 ","-2,007 ",충북,충주시,목행동,127.918897587106,37.0026196041394
우리손에프앤지농업회사법인(주),충주지점,전남 나주시 반남면 장송길 73,코스닥,적정,대기업,202205,"13,800 ","13,800 ","13,800 ",2021,"88,891 ","77,033 ","72,890 ","11,581 ","9,044 ","4,125 ","9,821 ","7,528 ","2,334 ",전남,나주시,반남면 청송리,126.651784634534,34.9484610036471
풍기산업(주),충주지점,경기 평택시 포승읍 평택항로156번길 133,외감,적정,대기업,202205,"33,871 ","34,140 ","37,420 ",2021,"205,891 ","190,436 ","184,526 ","4,768 ","4,076 ","4,265 ","1,600 ",173 ,"1,595 ",경기,평택시,포승읍 내기리,126.85701733612,36.9789331000065
하이디(주),충주지점,충북 음성군 삼성면 덕호로94번길 5,일반,,중소기업,202205,500 ,500 ,525 ,2021,"4,660 ","3,539 ","4,476 ",203 ,6 ,225 ,191 ,10 ,189 ,충북,음성군,삼성면 덕정리,127.499400485482,37.0287604990966
한라시멘트(주),충주지점,강원 강릉시 옥계면 산계길 225,외감,적정,대기업,202205,"116,476 ","116,810 ","124,000 ",2021,"446,080 ","416,309 ","447,936 ","44,170 ","45,083 ","46,905 ","17,089 ","9,886 ","8,103 ",강원,강릉시,옥계면 산계리,129.00842583483,37.5888105383548
(주)에스비비테크,충주지점,경기 김포시 월곶면 김포대로2918번길 22,외감,적정,중소기업,202205,"3,200 ","3,200 ",0 ,2021,"6,779 ","6,607 ","6,020 ","-2,227 ","-2,616 ","-3,770 ","-2,816 ","-3,277 ","-4,789 ",경기,김포시,월곶면 포내리,126.53892746693,37.7216796932682
대지오토모티브(주),충주지점,충북 음성군 금왕읍 금율로 168,외감,적정,중소기업,202205,"2,800 ","2,800 ","2,800 ",2021,"53,212 ","60,266 ","59,751 ",701 ,990 ,865 ,"1,366 ",365 ,186 ,충북,음성군,금왕읍 구계리,127.543917079898,37.0204680757172
대풍공업(주),충주지점,경기 안산시 단원구 산단로19번길 196,외감,적정,대기업,202205,"3,000 ","3,000 ","3,000 ",2021,"68,736 ","64,558 ","74,223 ","-3,209 ","-4,412 ","5,295 ","-15,695 ","-9,172 ","1,305 ",경기,안산시 단원구,성곡동,126.764699189415,37.3035540235684
(주)티에스씨고려,충주지점,충북 음성군 생극면 생삼로 143-22,외감,적정,중소기업,202205,"1,000 ","1,000 ",500 ,2021,"27,168 ","20,902 ","23,555 ","1,337 ","1,376 ","1,855 ","1,230 ","1,135 ","1,485 ",충북,음성군,생극면 병암리,127.582938360383,37.020372196589
(주)아이앤에스,충주지점,충북 청주시 흥덕구 옥산면 호죽화산로 172,외감,적정,중소기업,202205,"3,880 ","3,900 ","3,900 ",2021,"40,436 ","39,377 ","34,082 ","-1,981 ",546 ,167 ,"-1,968 ",-452 ,-398 ,충북,청주시 흥덕구,옥산면 호죽리,127.379213483165,36.7101462350599
(주)탑엔지니어링,충주지점,경북 구미시 고아읍 농공단지길 53-17,코스닥,적정,대기업,202205,"9,000 ","9,000 ","5,000 ",2021,"172,604 ","155,749 ","216,907 ",736 ,"2,472 ","24,030 ","2,372 ","5,624 ","41,822 ",경북,구미시,고아읍 오로리,128.322986535939,36.2173396320436
(주)보원케미칼,충주지점,충북 충주시 주덕읍 중원산업로 101,외감,적정,중소기업,202205,"14,892 ","12,760 ","11,451 ",2021,"32,274 ","25,501 ","25,393 ","1,629 ",878 ,"1,604 ",-663 ,203 ,774 ,충북,충주시,주덕읍 당우리,127.749551694444,37.0047366396686
(주)인팩,충주지점,"서울 송파구 정의로7길 6, 7층, 8층",상장,적정,대기업,202205,"25,504 ","19,212 ","10,696 ",2021,"207,789 ","177,828 ","124,799 ","7,281 ","3,276 ","-5,674 ","7,511 ","7,595 ",-721 ,서울,송파구,문정동,127.114472671862,37.4856899480562
에스케이렌터카(주),충주지점,서울 구로구 서부샛길 822,상장,적정,대기업,202205,"47,833 ","57,833 ","60,000 ",2021,"1,037,038 ","863,536 ","640,883 ","77,819 ","67,361 ","41,540 ","24,607 ","15,518 ","15,575 ",서울,구로구,구로동,126.873124667945,37.4885022091376
주식회사엠엔비그린어스,충주지점,"경북 영주시 문수면 반구로 328-42, 문수농공단지내",외감,적정,중소기업,202205,500 ,500 ,591 ,2021,"41,968 ","53,511 ","44,274 ",557 ,619 ,888 ,-96 ,309 ,328 ,경북,영주시,문수면 권선리,128.614124702782,36.7724688590883
(주)경기고속,충주지점,경기 광주시 광주대로 171,외감,적정,대기업,202205,"67,682 ","70,588 ","77,565 ",2021,"185,879 ","182,683 ","302,392 ","-16,692 ","-26,130 ","13,514 ","-14,324 ","-27,091 ","12,255 ",경기,광주시,송정동,127.258264559295,37.4209889532053
(주) 태정기공,충주지점,충북 충주시 충주산단1로 141,외감,적정,중소기업,202205,"1,655 ","1,958 ","1,900 ",2021,"18,516 ","21,917 ","29,670 ","1,496 ","1,759 ","2,336 ",402 ,622 ,"1,141 ",충북,충주시,용탄동,127.947915000242,37.0098624287802
(주)대원고속,충주지점,경기 광주시 광주대로 171,외감,적정,대기업,202205,"49,242 ","51,291 ","54,002 ",2021,"195,080 ","187,310 ","283,637 ","-18,725 ","-32,547 ","-2,187 ","-18,951 ","-5,366 ","4,041 ",경기,광주시,송정동,127.258264559295,37.4209889532053
(주)티엔피,충주지점,충북 충주시 충주산단1로 185,외감,적정,중소기업,202205,"8,320 ","9,850 ","9,850 ",2021,"20,259 ","18,843 ","26,119 ","1,783 ","2,621 ","2,313 ",204 ,185 ,670 ,충북,충주시,용탄동,127.953332409564,37.0100142910041
(주)볼빅,충주지점,충북 음성군 대소면 대금로 628,코넥스,적정,중소기업,202205,"2,700 ","2,700 ","3,980 ",2021,"47,337 ","37,817 ","42,506 ","-1,181 ","-2,206 ","-4,435 ","-3,878 ","-3,265 ","-7,447 ",충북,음성군,대소면 태생리,127.507623940026,36.968539170947
주식회사 신한에스엔지,충주지점,"서울 영등포구 경인로 775, 2동 7층 4호 - 5호",외감,적정,중소기업,202205,"3,000 ","2,000 ","2,000 ",2021,"87,319 ","90,886 ","74,533 ","4,572 ","4,468 ","2,252 ","2,897 ","3,407 ","1,710 ",서울,영등포구,문래동3가,126.897536835727,37.5147464245043
상진전선(주),충주지점,충북 음성군 금왕읍 초금로 457-30,외감,적정,중소기업,202205,400 ,400 ,400 ,2021,"89,405 ","64,349 ","60,521 ","4,941 ","1,039 ",702 ,"3,404 ",692 ,233 ,충북,음성군,금왕읍 유포리,127.541046508707,36.9615394279637
동양플러스 (주),충주지점,경기 광주시 오포읍 세피내길 122,외감,적정,중소기업,202205,900 ,900 ,900 ,2021,"80,929 ","82,603 ","85,864 ",585 ,546 ,"-2,306 ",169 ,151 ,"-2,806 ",경기,광주시,오포읍 고산리,127.242958182411,37.3788985700429
(주)웰팜,충주지점,충북 음성군 금왕읍 금일로546번길 87,외감,적정,중소기업,202205,"1,700 ","1,700 ","1,700 ",2021,"34,879 ","33,763 ","22,081 ","1,377 ","1,926 ",-405 ,757 ,"1,397 ",-913 ,충북,음성군,금왕읍 사창리,127.524642226424,37.0134110865775
(주)태성스틸,충주지점,충북 음성군 삼성면 능산리 383번지,외감,적정,중소기업,202205,"3,981 ","3,745 ","3,345 ",2021,"20,175 ","20,742 ","24,125 ",686 ,"1,613 ","1,933 ",144 ,329 ,"1,107 ",충북,음성군,삼성면 능산리,127.531707363334,37.0337551350627
(주)선우켐텍,충주지점,충북 청주시 흥덕구 옥산면 호죽화산로 170,일반,,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"12,002 ","10,760 ","9,495 ",411 ,514 ,189 ,166 ,303 ,29 ,충북,청주시 흥덕구,옥산면 호죽리,127.380741038091,36.7088655524572
(주)선우테크앤켐,충주지점,충북 청주시 흥덕구 옥산면 호죽리 88-2번지,일반,,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"10,977 ","8,911 ","9,984 ",319 ,213 ,580 ,73 ,-92 ,111 ,충북,청주시 흥덕구,옥산면 호죽리,127.383780146531,36.7153146638755
(주)대원여객,충주지점,서울 성동구 왕십리로 125,외감,적정,대기업,202205,"11,000 ","11,000 ","11,000 ",2021,"49,187 ","49,569 ","47,513 ","1,801 ","2,738 ","2,020 ","1,730 ","2,934 ","2,215 ",서울,성동구,성수동1가,127.043893352541,37.5488383035453
(주)상지인터내쇼날,충주지점,충청북도 청주시 청원구 오창읍 여천리476,일반,,중소기업,202205,790 ,815 ,875 ,2021,"4,226 ","4,348 ","6,067 ",198 ,230 ,247 ,94 ,85 ,93 ,충북,청주시 청원구,오창읍 여천리,127.493134081526,36.7684797466766
(주)꿈꾸는콩,충주지점,충북 음성군 맹동면 쌍정리 747번지,외감,적정,중소기업,202205,"3,465 ","3,665 ","3,615 ",2021,"22,431 ","21,171 ","17,415 ","1,400 ","1,180 ",663 ,326 ,473 ,191 ,충북,음성군,맹동면 쌍정리,127.565280422931,36.9242117976231
(주)대우에스티,충주지점,충북 진천군 덕산읍 한삼로 289,외감,적정,대기업,202205,0 ,0 ,0 ,2021,"242,942 ","147,869 ","87,290 ","2,855 ",722 ,507 ,"3,896 ","1,356 ","1,209 ",충북,진천군,덕산읍 신척리,127.496286518924,36.935852118619
(주)마니커에프앤지,충주지점,경기 용인시 처인구 이동읍 백옥대로144번길 36-2,코스닥,적정,중소기업,202205,"10,000 ","10,000 ","12,000 ",2021,"84,929 ","92,298 ","99,833 ",48 ,"3,702 ","4,374 ",-178 ,"3,300 ","2,945 ",경기,용인시 처인구,이동읍 화산리,127.20720977748,37.148496364063
(주)충주산업,충주지점,충북 충주시 대소원면 중원대로 4052,외감,적정,중소기업,202205,"2,000 ","2,000 ","2,000 ",2021,"12,703 ","12,569 ","12,400 ",168 ,431 ,92 ,308 ,372 ,143 ,충북,충주시,대소원면 만정리,127.856418946184,36.9654433467085
(주)대영베이스,충주지점,충북 충주시 대소원면 성종두담길 113,외감,적정,중소기업,202205,0 ,0 ,0 ,2021,"48,292 ","37,678 ","30,220 ","31,266 ","20,617 ","12,979 ","36,373 ","26,270 ","16,760 ",충북,충주시,대소원면 장성리,127.839137632767,36.9468591614492
(주)투에이취켐,충주지점,충북 괴산군 괴산읍 충민로 234,외감,적정,중소기업,202205,"4,000 ","4,000 ","3,000 ",2021,"28,202 ","30,838 ","27,795 ",159 ,"2,889 ","2,740 ",621 ,"2,249 ","2,054 ",충북,괴산군,괴산읍 검승리,127.84375911674,36.8136898130636
(주)대흥토건,충주지점,충북 충주시 중앙탑면 감노로 2230,외감,적정,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"57,354 ","56,454 ","63,180 ","1,736 ","1,208 ","1,553 ","1,592 ","1,423 ","1,602 ",충북,충주시,중앙탑면 용전리,127.838838078993,37.0332133547436
(주) 원창메탈,충주지점,충북 충주시 충주산단1로 34-3,외감,적정,중소기업,202205,"4,945 ","5,025 ","5,616 ",2021,"29,897 ","20,334 ","20,698 ",359 ,508 ,-556 ,"-1,088 ",119 ,-760 ,충북,충주시,목행동,127.936819066813,37.0072835264973
대원교통(주),충주지점,서울 성동구 왕십리로 125,외감,적정,대기업,202205,"2,700 ","2,700 ","2,700 ",2021,"29,178 ","28,721 ","27,772 ","1,080 ","1,814 ",922 ,951 ,"2,565 ","1,279 ",서울,성동구,성수동1가,127.043893352541,37.5488383035453
신림산업 (주),충주지점,충북 진천군 덕산읍 산수산단1로 13-5,외감,적정,중소기업,202205,"2,000 ","2,000 ",0 ,2021,"57,977 ","45,050 ","53,257 ","2,894 ","1,189 ","3,362 ","2,434 ",949 ,"3,067 ",충북,진천군,덕산읍 산수리,127.486214614604,36.8940092172695
글로텍(주),충주지점,충북 충주시 대소원면 기업도시1로 28,외감,적정,중소기업,202205,"2,900 ","2,900 ","2,000 ",2021,"176,337 ","207,714 ","156,379 ","2,356 ","8,632 ","-5,976 ","3,074 ","5,223 ","-9,491 ",충북,충주시,대소원면 영평리,127.832660083545,36.9997344383829
(주)대원운수,충주지점,경기 남양주시 와부읍 덕소로 320,외감,적정,대기업,202205,"5,500 ","5,500 ","6,170 ",2021,"72,755 ","66,390 ","68,374 ",6 ,"-2,705 ","1,344 ","1,912 ","-1,240 ","2,178 ",경기,남양주시,와부읍 도곡리,127.226194433258,37.5726586279942
아세아시멘트(주),충주지점,서울 강남구 논현로 430,상장,적정,대기업,202205,"160,601 ","165,734 ","137,200 ",2021,"399,647 ","352,859 ","382,788 ","54,853 ","20,510 ","28,010 ","56,918 ","14,294 ","14,203 ",서울,강남구,역삼동,127.038355416717,37.499001193592
(주)아로마글로바,충주지점,충북 충주시 대소원면 기업도시2로 27,외감,적정,중소기업,202205,0 ,0 ,0 ,2021,"27,547 ","31,214 ","29,064 ","2,718 ","4,513 ","1,488 ","2,735 ","3,765 ",838 ,충북,충주시,대소원면 영평리,127.830039125699,37.0010742851332
대창이엔지(주),충주지점,충북 음성군 대소면 소석로 82,외감,적정,중소기업,202205,500 ,500 ,500 ,2021,"22,397 ","24,817 ","27,958 ",148 ,723 ,"2,873 ",734 ,623 ,"2,758 ",충북,음성군,대소면 소석리,127.509335814701,36.9658950168702
"KPF VIETNAM CO., LTD.",충주지점,"PLOT XN 2, DAI AN EXPANSION INDUSTRIAL ZONE, LAI CACH TOWN, CAM GIANG DISTRICT, HAI DUONG PROVINCE, VIETNAM",기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
(주)세범,충주지점,충남 서산시 성연면 왕정리 683번지,외감,적정,중소기업,202205,"5,146 ","6,662 ","8,456 ",2021,"18,727 ","15,077 ","9,851 ","2,809 ","1,257 ",94 ,"2,705 ",952 ,115 ,충남,서산시,성연면 왕정리,126.454881092531,36.826875157642
삼원전선(주),충주지점,충북 음성군 대소면 새미실길45번길 97,외감,적정,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"72,096 ","53,145 ","54,492 ","1,248 ",963 ,661 ,804 ,549 ,401 ,충북,음성군,대소면 오류리,127.486346939409,36.985231923239
"KPF (JINAN) BEARING COMPONENTS CO., LTD.",충주지점,"No. 7101, Century Avenue, Zaoyuan Street, Zhangqiu District, Jinan, Shandong Province, China",기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
피그넷코리아(주),충주지점,충북 충주시 신니면 수월2길 74,외감,적정,중소기업,202205,400 ,400 ,400 ,2021,"16,247 ","16,668 ","20,120 ",320 ,170 ,195 ,503 ,420 ,268 ,충북,충주시,신니면 광월리,127.657727964542,36.9982439659277
대성실업 (주),충주지점,충북 충주시 하용두5길 45,외감,적정,대기업,202205,"8,000 ","8,000 ","5,000 ",2021,"168,468 ","155,526 ","134,500 ","4,296 ","2,630 ","4,049 ","4,241 ","3,012 ","3,101 ",충북,충주시,용두동,127.890649401726,36.9655275985928
피그넷엔에스(주),충주지점,충북 음성군 금왕읍 초금로 749-8,외감,적정,중소기업,202205,"6,747 ","5,423 ","4,696 ",2021,"31,803 ","25,791 ","25,385 ",830 ,401 ,539 ,370 ,437 ,230 ,충북,음성군,금왕읍 오선리,127.563470066032,36.9789970841179
(주)경기버스,충주지점,경기 남양주시 진접읍 경복대로 497,외감,적정,대기업,202205,"2,700 ","2,700 ","3,714 ",2021,"19,985 ","21,120 ","22,477 ",-800 ,-529 ,-456 ,73 ,159 ,107 ,경기,남양주시,진접읍 진벌리,127.214889743406,37.7387376930743
(주)크림하우스프렌즈,충주지점,충북 충주시 대소원면 첨단산업로 357,외감,적정,중소기업,202205,975 ,975 ,975 ,2021,"11,844 ","11,523 ","9,613 ","-1,463 ",116 ,386 ,"-1,779 ",-234 ,113 ,충북,충주시,대소원면 완오리,127.841859662033,37.0011680885825
(주)우조하이텍,충주지점,충북 충주시 대소원면 첨단산업1로 215,외감,적정,중소기업,202205,"6,581 ","6,474 ","5,044 ",2021,"52,601 ","42,625 ","43,184 ",880 ,"2,746 ","2,809 ",823 ,"2,208 ","2,445 ",충북,충주시,대소원면 본리,127.837638535028,36.9959810209342
(주)금화전선,충주지점,충북 음성군 금왕읍 생삼로207번길 159,외감,적정,중소기업,202205,"2,819 ","2,750 ","2,651 ",2021,"126,159 ","125,270 ","129,815 ","2,045 ","1,166 ",181 ,901 ,609 ,-645 ,충북,음성군,금왕읍 각회리,127.575051859037,37.0113306187552
풍일산업(주),충주지점,광주 광산구 소촌로123번길 14-6,외감,적정,중소기업,202205,"4,500 ","4,500 ","4,500 ",2021,"57,362 ","53,172 ","47,423 ","3,495 ","2,761 ","2,063 ","2,397 ","2,213 ","1,195 ",광주,광산구,소촌동,126.791656288101,35.1556268507809
인팩이피엠(주),충주지점,충북 음성군 금왕읍 진성로 1819,외감,적정,중소기업,202205,"2,490 ","2,869 ","3,533 ",2021,"182,871 ","81,529 ","68,615 ","3,898 ","1,722 ","1,072 ","5,842 ","4,820 ","1,560 ",충북,음성군,금왕읍 각회리,127.570664016837,36.9997022358464
(주)에이치제이에프,충주지점,인천 강화군 강화읍 강화대로154번길 54,외감,적정,중소기업,202205,"10,500 ","11,250 ","9,500 ",2021,"159,978 ","117,638 ","103,202 ","2,956 ","4,176 ","2,496 ","2,442 ","3,517 ","1,613 ",인천,강화군,강화읍 용정리,126.515335588969,37.7406807871663
(주)성우모터스,충주지점,충북 음성군 대소면 한삼로251번길 73,외감,적정,중소기업,202205,"2,949 ","1,000 ","2,500 ",2021,"26,165 ","37,277 ","30,999 ",131 ,315 ,-822 ,-248 ,95 ,"-1,180 ",충북,음성군,대소면 삼정리,127.486651785841,36.9587388128191
(주)성풍건설,충주지점,"충북 제천시 칠성로 76, 3층",외감,적정,중소기업,202205,"2,000 ","2,000 ","2,000 ",2021,"41,716 ","42,433 ","45,798 ",338 ,"1,001 ","1,048 ",492 ,262 ,868 ,충북,제천시,의림동,128.212974686858,37.1430545779196
신흥에스이씨주식회사,충주지점,경기 오산시 양산로 48,코스닥,적정,중소기업,202205,"44,190 ","46,041 ","39,740 ",2021,"184,290 ","144,718 ","145,769 ","7,740 ","3,670 ","6,691 ","10,550 ","4,703 ","8,506 ",경기,오산시,서랑동,127.003724911346,37.1771061567541
(주)제론텍,충주지점,충북 음성군 대소면 대물로 75-47,외감,,중소기업,202205,"1,980 ","1,980 ","2,040 ",2021,"23,373 ","20,099 ","14,249 ","2,241 ",841 ,677 ,"1,984 ",418 ,255 ,충북,음성군,대소면 오류리,127.469728694826,36.9681322342782
(주)삼화기업,충주지점,충북 충주시 충주산단3로 65,외감,적정,중소기업,202205,"1,400 ","1,113 ","1,663 ",2021,"29,412 ","25,384 ","24,774 ",-454 ,944 ,649 ,913 ,669 ,464 ,충북,충주시,용탄동,127.942272038139,37.0166389053342
(주)박달재엘피씨,충주지점,충북 제천시 봉양읍 의암로 5,외감,적정,중소기업,202205,"8,190 ","8,391 ","9,389 ",2021,"53,286 ","51,744 ","53,468 ",439 ,418 ,751 ,214 ,216 ,328 ,충북,제천시,봉양읍 연박리,128.093498865233,37.1324954701931
(주)삼텍,충주지점,충북 충주시 충주산단3로 81,일반,,중소기업,202205,"3,046 ","3,121 ","3,184 ",2021,"7,436 ","5,301 ","3,563 ",990 ,557 ,151 ,847 ,481 ,-21 ,충북,충주시,용탄동,127.943317616026,37.0157316248778
(주)평안운수,충주지점,경기 의정부시 평화로 692,외감,적정,대기업,202205,"3,755 ","3,626 ","3,393 ",2021,"30,071 ","26,965 ","31,011 ","-1,248 ","-1,484 ",-428 ,-341 ,-171 ,419 ,경기,의정부시,가능동,127.044460685839,37.7532466141292
대흥건설(주),충주지점,충북 충주시 중앙탑면 감노로 2230,외감,적정,중소기업,202205,"3,000 ","3,000 ",0 ,2021,"126,725 ","106,549 ","114,650 ","4,645 ","2,862 ","3,003 ","3,974 ","2,491 ","2,672 ",충북,충주시,중앙탑면 용전리,127.838838078993,37.0332133547436
(주)경기상운,충주지점,경기 하남시 하남대로284번길 45,외감,적정,대기업,202205,"1,000 ","1,000 ","1,000 ",2021,"35,838 ","35,334 ","37,047 ","-1,968 ","-1,760 ",2 ,"-1,082 ",-381 ,882 ,경기,하남시,상산곡동,127.233909275394,37.4993713191869
SHINHEUNG SEC EU KFT.,충주지점,"2200 IPAR UTCA 20, MONOR, HUNGARY",기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
(주)대원버스,충주지점,경기 성남시 분당구 탄천상로 171,외감,적정,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"66,089 ","54,356 ","60,506 ","-3,894 ","-1,715 ",332 ,"-2,246 ",-242 ,"1,743 ",경기,성남시 분당구,구미동,127.105186103195,37.3424191925184
SHIN HEUNG SEC (MALAYSIA) SDN. BHD.,충주지점,"LOT 1, PHASE NU 2A, NILAI UTAMA ENTERPRISE PARK, 71800 NILAI, NEGERI SEMBILAN.",기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
한솔(주),충주지점,충북 충주시 안림로 28,일반,적정,중소기업,202205,"1,000 ",821 ,672 ,2021,"2,106 ","3,953 ","4,102 ",-400 ,254 ,673 ,-586 ,102 ,285 ,충북,충주시,안림동,127.950156501046,36.9694194610871
농업회사법인흙살림푸드(주),충주지점,충북 청주시 청원구 북이면 대율다락말길 93-13,일반,,중소기업,202205,300 ,300 ,300 ,2021,"28,324 ","18,774 ","16,906 ",189 ,34 ,-19 ,82 ,114 ,43 ,충북,청주시 청원구,북이면 대율리,127.521703212892,36.7412983183373
"TIANJIN DESHAN PRECISE ELECTRONICS CO.,LTD.",충주지점,"CAOZI-LI KAIFA-QU, WUQING-QU-QU, TIANJIN-CITY, CHINA",기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
(주)신한씨에스,충주지점,충북 충주시 주덕읍 주덕농공길 65,외감,적정,중소기업,202205,"14,213 ","11,500 ","2,500 ",2021,"25,107 ","18,811 ","18,914 ","1,118 ",956 ,"1,550 ","1,205 ",716 ,987 ,충북,충주시,주덕읍 삼청리,127.786980000457,36.9691516094629
(주)에스비씨리니어,충주지점,충북 충주시 대소원면 첨단산업7로 7,외감,적정,대기업,202205,"1,500 ","1,500 ","1,500 ",2021,"26,698 ","20,687 ","23,934 ",419 ,-995 ,-306 ,180 ,"-1,603 ",-986 ,충북,충주시,대소원면 완오리,127.838746245149,36.9933802288476
동양엠더블유(주),춘천지점,충북 음성군 금왕읍 멍심이길 73,외감,적정,중소기업,202205,"4,390 ","5,387 ","4,850 ",2021,"13,469 ","12,861 ","14,688 ","1,601 ",813 ,"2,884 ",741 ,823 ,981 ,충북,음성군,금왕읍 본대리,127.527382231551,36.9794162615335
농업회사법인(주)팜스월드지지피,충주지점,전남 영광군 법성면 신장길5길 38,외감,적정,대기업,202205,"4,850 ","5,000 ","5,000 ",2021,"13,279 ","12,322 ","10,065 ","2,923 ","3,763 ","1,757 ","2,705 ","3,165 ","1,449 ",전남,영광군,법성면 용성리,126.487020652486,35.3415225601627
농업회사법인(주)지리산하이포지피,충주지점,경남 산청군 단성면 창촌리 산6번지,외감,적정,대기업,202205,"2,000 ","2,000 ","2,000 ",2021,"11,744 ","10,992 ","9,775 ","3,837 ","4,003 ","2,009 ","3,374 ","3,388 ","1,703 ",경남,산청군,단성면 창촌리,127.897603465656,35.2762775165167
