고객명,관리부점명,본사주소,"기업
공개",회계 감사의견,"기업
규모",기준연월,당행_기준년도,당행_직전년도,당행_직직전년도,기준년도,매출액_기준년도,매출액_직전년도,매출액_직직전년도,영업이익_기준년도,영업이익_직전년도,영업이익_직직전년도,당기순이익_기준년도,당기순이익_직전년도,당기순이익_직직전년도,depth_1,depth_2,depth_3,x,y
주성씨앤에어(주),군산지점,"서울 중구 필동로 47, 3층",외감,적정,중소기업,202205,"3,000 ","3,000 ","3,000 ",2021,"374,299 ","169,779 ","130,670 ","44,492 ","4,702 ","3,022 ","35,209 ","4,437 ","2,439 ",서울,중구,필동3가,126.996095649504,37.5572865861082
(주)삼원중공업,군산지점,전북 군산시 동장산로 95,외감,적정,중소기업,202205,"3,000 ","3,000 ","7,000 ",2021,"32,401 ","26,234 ","32,053 ","1,159 ",542 ,551 ,206 ,180 ,256 ,전북,군산시,소룡동,126.586579462286,35.9567381927969
강동원(광성산업),군산지점,전북 완주군 삼례읍 신수로 420,개인,,중소기업,202205,300 ,300 ,300 ,2021,0 ,"3,339 ","3,374 ",0 ,352 ,396 ,0 ,133 ,328 ,전북,완주군,삼례읍 수계리,127.121884765462,35.9275182290317
(주)지디그룹,군산지점,서울 강남구 언주로126길 23,외감,적정,중소기업,202205,"7,850 ","7,950 ","6,000 ",2021,"13,471 ","10,897 ","19,821 ","-1,121 ","-1,589 ","2,570 ","-1,883 ","-1,983 ","1,400 ",서울,강남구,논현동,127.037269470769,37.5140950880943
(주)정우산업,군산지점,충남 논산시 성동면 산업단지로3길 7,외감,적정,중소기업,202205,"5,902 ","6,182 ","7,148 ",2021,"37,098 ","33,509 ","37,372 ","-1,907 ",529 ,"-2,585 ","-2,424 ",223 ,"-2,831 ",충남,논산시,성동면 원남리,127.04925385696,36.2189755590232
존스미디어(주),군산지점,전북 군산시 중가도길 14,외감,의견거절(감사범위제한),중소기업,202205,"1,900 ","2,000 ","2,000 ",2021,"11,162 ","20,478 ","25,889 ","-6,654 ","-2,618 ",955 ,"-7,209 ","-3,604 ",295 ,전북,군산시,오식도동,126.56552200898,35.948662303343
(주)전한,군산지점,"서울 강남구 논현로 325, 제2층",외감,적정,대기업,202205,"4,000 ","4,000 ","4,000 ",2021,"61,894 ","63,654 ","77,938 ","1,973 ",959 ,"5,699 ",987 ,262 ,"3,551 ",서울,강남구,역삼동,127.039478767279,37.494148452514
(주)협동엔터프라이즈,군산지점,광주 광산구 용아로 494,외감,적정,중소기업,202205,"2,445 ","2,521 ","2,703 ",2021,"30,162 ","31,569 ","31,077 ","1,046 ","1,068 ","1,134 ",416 ,514 ,608 ,광주,광산구,하남동,126.80481230081,35.1877680437231
(주)우미산업개발,군산지점,광주 광산구 사암로 209,외감,적정,대기업,202205,0 ,0 ,0 ,2021,"56,812 ","8,152 ","26,293 ","7,566 ","-1,408 ","-1,911 ","10,051 ","-3,679 ","-5,007 ",광주,광산구,우산동,126.807902491852,35.1632095117496
(주)농업회사법인한우물,군산지점,전북 김제시 용지면 백자1길 112,외감,적정,중소기업,202205,0 ,0 ,0 ,2021,"84,053 ","70,010 ","56,319 ","1,186 ",758 ,"1,698 ",591 ,320 ,"1,372 ",전북,김제시,용지면 부교리,126.993890981968,35.8215272903812
메가터치(주),군산지점,충남 천안시 서북구 3공단2로 42,외감,적정,중소기업,202205,"3,000 ","3,000 ","3,000 ",2021,"39,451 ","31,551 ","32,333 ","2,336 ","1,740 ","5,529 ","3,268 ","1,635 ","4,747 ",충남,천안시 서북구,백석동,127.11431740304,36.8346989525312
성일하이텍(주),군산지점,전북 군산시 군산산단로 143-12,외감,적정,중소기업,202205,"47,129 ","39,521 ","41,519 ",2021,"138,487 ","60,503 ","46,268 ","13,660 ","-6,355 ","-10,376 ","-10,152 ","-2,193 ","-12,378 ",전북,군산시,비응도동,126.540013927087,35.9575995822041
(주)비티씨,군산지점,"경기 안산시 상록구 해안로 705, 본관동 703호, 704호, 705호",외감,적정,중소기업,202205,"2,000 ","2,000 ","2,000 ",2021,"27,142 ","22,401 ","18,293 ","3,015 ","1,129 ",608 ,"2,378 ",521 ,485 ,경기,안산시 상록구,사동,126.830003543119,37.2908732940608
넷솔(주),군산지점,"경기 수원시 영통구 신원로 304, 3동 604호",일반,적정,중소기업,202205,"2,880 ",0 ,0 ,2021,"7,022 ","7,816 ","7,435 ",163 ,203 ,131 ,371 ,75 ,181 ,경기,수원시 영통구,원천동,127.060999760371,37.262200880578
에코에너지원(주),군산지점,"서울 강남구 테헤란로 226, 5층",외감,적정,중소기업,202205,"2,459 ",966 ,"1,000 ",2021,"20,047 ","16,751 ","13,763 ","-1,303 ","-1,310 ",849 ,"-1,980 ","-1,292 ",687 ,서울,강남구,역삼동,127.041091058175,37.5017572619977
(주)애그리로보텍,군산지점,경기 이천시 부발읍 신아로 58,외감,적정,대기업,202205,"2,000 ","2,000 ","1,000 ",2021,"9,272 ","12,910 ","6,733 ","-1,298 ","1,183 ","-1,556 ","-1,912 ",890 ,"-1,958 ",경기,이천시,부발읍 아미리,127.488499434443,37.2585383420441
(주)성원에너지,군산지점,"전북 군산시 공단대로 248, 5층",외감,적정,중소기업,202205,"28,416 ","29,450 ",0 ,2021,"4,280 ","4,638 ","1,558 ",990 ,"1,830 ",-70 ,-222 ,390 ,-659 ,전북,군산시,수송동,126.714130284139,35.9596964276555
(주)우림,군산지점,전북 군산시 자유무역3길 79,외감,적정,중소기업,202205,"4,988 ","4,988 ","5,000 ",2021,"24,701 ","13,957 ","17,956 ",980 ,387 ,645 ,512 ,56 ,127 ,전북,군산시,오식도동,126.556354400115,35.9630701088659
나투라페이퍼(주),군산지점,충북 청주시 흥덕구 오송읍 상정쌍청로 171,외감,적정,대기업,202205,"15,000 ","16,932 ","22,070 ",2021,"107,261 ","90,202 ","94,246 ","2,459 ","5,678 ","4,377 ",-241 ,"2,571 ","1,250 ",충북,청주시 흥덕구,오송읍 호계리,127.344835944794,36.6538888636539
이병관(대자인병원),군산지점,전북 전주시 덕진구 견훤로 390,개인,,중소기업,202205,"3,000 ","3,000 ","3,000 ",2021,0 ,"122,810 ","109,837 ",0 ,"5,632 ","8,829 ",0 ,"6,999 ","9,827 ",전북,전주시 덕진구,우아동3가,127.153316123897,35.8459910170473
탈렌티스(주),군산지점,"광주 북구 첨단벤처로28번길 8, 2층",외감,,중소기업,202205,"5,600 ","5,600 ","5,300 ",2021,"11,648 ","8,965 ","8,919 ",641 ,421 ,400 ,529 ,323 ,405 ,광주,북구,대촌동,126.85766387677,35.2238084224119
(주)아이엠,군산지점,전북 완주군 봉동읍 완주산단6로 136,외감,적정,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"13,294 ","16,546 ","20,676 ",290 ,627 ,"1,831 ",380 ,596 ,"1,391 ",전북,완주군,봉동읍 둔산리,127.117901860465,35.958617390224
(주)하림산업,군산지점,"전북 익산시 중앙로 121, 2층",외감,적정,대기업,202205,"122,243 ","104,313 ","61,200 ",2021,"21,679 ","4,308 ","3,639 ","-58,851 ","-29,437 ","-14,776 ","-63,756 ","-29,907 ","-28,851 ",전북,익산시,마동,126.960083033409,35.9374716442896
(주)비앤피주성,군산지점,"서울 중구 퇴계로36가길 86, 3층",외감,적정,중소기업,202205,"7,250 ","7,250 ","7,250 ",2021,"204,854 ","77,469 ","43,002 ","18,423 ","3,877 ","1,129 ","14,946 ","3,563 ",890 ,서울,중구,필동2가,126.995054818636,37.556528537972
(주)새롬비앤에프,군산지점,충남 천안시 동남구 성남면 대흥1길 173-69,외감,적정,중소기업,202205,"2,000 ","2,000 ","2,000 ",2021,"25,633 ","23,133 ","21,317 ","5,359 ","4,805 ","2,752 ","4,957 ","4,160 ","2,344 ",충남,천안시 동남구,성남면 대흥리,127.235276802754,36.7266385418059
(주)그레이스인터내셔날,군산지점,서울 강남구 테헤란로 325,외감,적정,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"65,057 ","55,638 ","48,399 ","3,317 ","4,687 ","3,591 ","2,827 ","3,597 ","2,901 ",서울,강남구,역삼동,127.04675694889,37.5042454446246
(주)동북엘앤알,군산지점,경기 양주시 장흥면 가마골로258번길 51-8,외감,적정,중소기업,202205,"10,000 ","10,000 ",0 ,2021,"47,522 ","41,386 ","35,183 ","1,101 ","2,235 ",841 ,385 ,"1,752 ",755 ,경기,양주시,장흥면 부곡리,126.980067811571,37.7423710605936
대호상선(주),군산지점,"서울 중구 무교로 21, 12층",외감,적정,중소기업,202205,"9,901 ","9,931 ",0 ,2021,"50,049 ","39,317 ","38,555 ","5,774 ","2,375 ","1,287 ","2,830 ","3,057 ",178 ,서울,중구,무교동,126.978742292002,37.5678548680217
금광기업(주),목포지점,전남 화순군 화순읍 충의로 85-1,외감,적정,대기업,202205,"10,000 ","10,000 ","10,000 ",2021,"151,356 ","123,182 ","126,928 ","2,269 ","4,486 ","7,256 ","3,207 ","3,026 ","1,045 ",전남,화순군,화순읍 광덕리,126.986899551092,35.0560457726212
대화정공(주),목포지점,전남 영암군 삼호읍 대불산단8로 58,일반,,중소기업,202205,"2,354 ","2,520 ","3,136 ",2021,"9,617 ","8,439 ","9,607 ",474 ,642 ,950 ,284 ,453 ,281 ,전남,영암군,삼호읍 난전리,126.423712427506,34.7595995390151
보해양조(주),목포지점,전남 목포시 호남로68번길 36,상장,적정,대기업,202205,"28,600 ","30,500 ","24,050 ",2021,"83,749 ","78,562 ","76,002 ","1,131 ","1,797 ","-15,548 ",-831 ,"1,766 ","-20,385 ",전남,목포시,대안동,126.384963932395,34.7908270617085
(주)창해에탄올,목포지점,전북 전주시 덕진구 원만성로 15,코스닥,적정,대기업,202205,"10,000 ","10,000 ","5,000 ",2021,"89,890 ","101,113 ","95,102 ","14,256 ","18,137 ","18,467 ","11,687 ","11,389 ","13,347 ",전북,전주시 덕진구,팔복동3가,127.082756941019,35.8522006726708
뉴서광(주),목포지점,광주 광산구 하남산단7번로 63,외감,적정,중소기업,202205,"24,000 ","24,000 ","19,100 ",2021,"136,069 ","74,745 ","72,171 ","-2,896 ","3,139 ","2,447 ",442 ,"2,217 ","2,476 ",광주,광산구,오선동,126.802184062114,35.2062850369918
해남군,목포지점,전남해남군해남읍성내리４,공기관,,기타,202205,19 ,20 ,22 ,2021,,,,,,,,,,전남,해남군,해남읍 성내리,126.599590972341,34.5732746136675
진도군,목포지점,전남진도군진도읍성내리６４－１,공기관,,기타,202205,70 ,84 ,97 ,2021,,,,,,,,,,전남,진도군,진도읍 성내리,126.263564446207,34.4865524129912
중흥건설(주),목포지점,전남 나주시 남평읍 나주호로 442-129,외감,적정,대기업,202205,"7,000 ","7,000 ","7,000 ",2021,"230,806 ","530,963 ","916,229 ","13,500 ","81,977 ","118,527 ","55,404 ","51,518 ","109,718 ",전남,나주시,남평읍 우산리,126.87553417645,34.9579493467209
(주)남해고속,목포지점,전남 목포시 항동 6번지,외감,적정,중소기업,202205,"2,000 ","2,000 ","2,000 ",2021,"12,883 ","12,595 ","16,320 ","-3,577 ","-4,503 ","-2,422 ","-2,616 ","-1,006 ","1,002 ",NAN,NAN,NAN,NAN,NAN
지금강(주),목포지점,광주 광산구 하남산단10번로 160,외감,적정,중소기업,202205,"30,906 ","30,474 ","29,149 ",2021,"82,277 ","76,838 ","82,199 ","2,708 ","1,605 ",346 ,"-9,838 ","-2,262 ",121 ,광주,광산구,도천동,126.814792722453,35.2150017496372
(주)호원,목포지점,광주 광산구 용아로 548,외감,적정,대기업,202205,"75,858 ","74,967 ","74,493 ",2021,"150,963 ","132,311 ","147,251 ","4,048 ","1,827 ","5,420 ","-2,412 ","-1,177 ","5,477 ",광주,광산구,장덕동,126.805513934414,35.1920794445178
(주)호원오토,목포지점,경기 평택시 포승읍 포승공단로 76,외감,적정,대기업,202205,"3,000 ","3,000 ","3,000 ",2021,"40,654 ","35,149 ","33,693 ","1,113 ",567 ,714 ,345 ,-300 ,237 ,경기,평택시,포승읍 만호리,126.844292713749,36.9780698034766
(주)나전,목포지점,광주 광산구 평동산단로 239-20,외감,적정,대기업,202205,"16,000 ","17,000 ","17,000 ",2021,"100,357 ","89,179 ","83,570 ","3,120 ","2,310 ","1,498 ","2,274 ","1,878 ",599 ,광주,광산구,옥동,126.7644569177,35.1286461109061
(주)캠스,목포지점,광주 광산구 하남산단9번로 30,외감,적정,중소기업,202205,"3,000 ",375 ,"1,125 ",2021,"108,042 ","91,951 ","91,851 ","1,127 ","3,863 ","1,370 ",-31 ,"4,028 ","2,198 ",광주,광산구,안청동,126.799382523456,35.2130462339832
(주)제일,목포지점,전남 담양군 무정면 무정로 818-6,외감,적정,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"76,396 ","33,599 ","28,068 ","9,070 ","2,540 ","3,054 ","8,510 ","4,084 ","2,742 ",전남,담양군,무정면 평지리,127.05729941473,35.283871643349
(주)신영하이테크,목포지점,전남 무안군 청계면 청계공단길 62,외감,적정,중소기업,202205,"17,300 ","17,643 ","19,946 ",2021,"55,741 ","55,168 ","79,082 ","1,939 ","1,724 ","2,417 ",669 ,735 ,"1,380 ",전남,무안군,청계면 청수리,126.43559026212,34.9462192931582
(주)골드라인,목포지점,광주 광산구 평동산단1번로 137,외감,적정,중소기업,202205,"26,690 ","24,790 ","22,495 ",2021,"62,930 ","50,069 ","47,849 ","3,846 ","3,175 ","2,652 ","3,563 ","3,605 ","2,641 ",광주,광산구,장록동,126.770765678068,35.1383783053868
남양조선(주),목포지점,전남 여수시 남산로 50-14,일반,,중소기업,202205,197 ,0 ,676 ,2021,"7,398 ","8,834 ","9,125 ","2,367 ","1,757 ","2,453 ","1,880 ","1,410 ","2,040 ",전남,여수시,남산동,127.73184888011,34.7342854655335
(주)현성테크노,목포지점,광주 북구 첨단연신로398번길 30,외감,적정,중소기업,202205,"18,331 ","15,449 ","16,950 ",2021,"23,525 ","24,566 ","23,619 ","1,722 ","1,991 ","1,586 ","1,296 ",245 ,143 ,광주,북구,연제동,126.861905985735,35.1959350802861
(주)현성오토텍,목포지점,광주 광산구 소촌로123번길 28,외감,적정,중소기업,202205,"18,452 ","18,590 ","27,036 ",2021,"50,048 ","42,073 ","44,941 ","2,385 ","2,986 ","2,544 ","4,181 ",918 ,309 ,광주,광산구,소촌동,126.788380264301,35.1553113763258
(주)국제,목포지점,전북 정읍시 북면 3산단3길 107,일반,,중소기업,202205,"1,299 ","1,464 ","1,485 ",2021,"5,097 ","3,626 ","4,247 ",300 ,293 ,377 ,93 ,61 ,72 ,전북,정읍시,북면 태곡리,126.912200865008,35.6172532549768
(주)광신스틸,목포지점,광주 광산구 하남산단천변우로 118,외감,적정,중소기업,202205,"8,274 ","8,274 ","8,345 ",2021,"28,391 ","23,078 ","30,705 ","1,327 ",618 ,904 ,833 ,37 ,161 ,광주,광산구,도천동,126.813009390849,35.2170151474256
(주)현대하이텍,목포지점,광주 광산구 하남산단6번로 47,외감,적정,중소기업,202205,"29,940 ","25,653 ","28,637 ",2021,"55,325 ","51,451 ","47,165 ","2,989 ","2,973 ","2,386 ",896 ,380 ,"1,075 ",광주,광산구,오선동,126.800291920774,35.2033508273591
동남중공업(주),목포지점,전남 영암군 삼호읍 대불산단6로 156,외감,적정,중소기업,202205,"1,915 ","1,915 ","1,915 ",2021,"14,305 ","13,047 ","15,218 ",-183 ,465 ,-824 ,-376 ,293 ,418 ,전남,영암군,삼호읍 난전리,126.437410369839,34.7622591893819
국제물류(주),목포지점,"전남 목포시 신항로 264, 2동 208호",일반,,중소기업,202205,"6,552 ","5,664 ","6,413 ",2021,"5,072 ","4,749 ","5,067 ","1,235 ","1,260 ","1,159 ",959 ,915 ,725 ,전남,목포시,달동,126.358322242392,34.7530568125371
HOWON OTOMOTIV INSAAT MALZEMELERI FILTRE SISTEMLERI SANAYI V,목포지점,"SARIMESE BELDESI KIZILCIKLIK MH. SUADIYE YOLU CD.CEYLAN SOK. NO.35 KARTEPE KOCAELI, TURKEY",기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
(주)광일기공,목포지점,광주 광산구 하남산단천변우로 120,외감,적정,중소기업,202205,"19,652 ","20,333 ","20,983 ",2021,"63,275 ","62,384 ","63,630 ","1,923 ","2,224 ","2,133 ",220 ,387 ,241 ,광주,광산구,도천동,126.814434820056,35.2172054522518
(주)유일,목포지점,전남 영암군 삼호읍 대불산단1로 65,외감,적정,중소기업,202205,"5,000 ","5,295 ","9,823 ",2021,"89,959 ","83,148 ","111,909 ","1,432 ","2,234 ","2,014 ",890 ,"1,750 ","1,013 ",전남,영암군,삼호읍 나불리,126.450655045954,34.7697952754821
지앤씨(유),목포지점,광주 광산구 평동산단10번로 50,외감,,중소기업,202205,441 ,490 ,490 ,2021,"28,037 ","24,515 ","19,191 ",886 ,645 ,62 ,633 ,798 ,322 ,광주,광산구,연산동,126.756757383171,35.108925575181
(주)대불조선,목포지점,전남 영암군 삼호읍 대불로 629,일반,,중소기업,202205,"1,900 ","1,900 ","1,900 ",2021,"10,041 ","7,888 ","7,170 ",621 ,255 ,219 ,651 ,381 ,128 ,전남,영암군,삼호읍 난전리,126.413350116818,34.7735430518379
(유)한국엔지니어링,목포지점,전남 목포시 삽진산단로 60,일반,,중소기업,202205,200 ,300 ,800 ,2021,"6,643 ","9,685 ","6,455 ",525 ,45 ,326 ,468 ,477 ,310 ,전남,목포시,연산동,126.382425354304,34.8247777282107
대아산업(주),목포지점,전남 영암군 삼호읍 용앙로 24,외감,적정,중소기업,202205,"1,000 ","1,000 ",0 ,2021,"17,767 ","14,572 ","11,983 ",246 ,417 ,-848 ,31 ,372 ,"-1,596 ",전남,영암군,삼호읍 나불리,126.462907715297,34.7655543030567
기광산업(주),목포지점,광주 광산구 평동산단3번로 194,외감,적정,중소기업,202205,"30,035 ","33,170 ","30,313 ",2021,"49,928 ","49,230 ","45,172 ","3,058 ","3,134 ","3,218 ",613 ,760 ,843 ,광주,광산구,월전동,126.772198518146,35.1303377120423
대화도장(주),목포지점,전남 영암군 삼호읍 삼불2길 24,일반,,중소기업,202205,130 ,144 ,160 ,2021,638 ,"1,217 ",836 ,-35 ,93 ,175 ,-31 ,99 ,156 ,전남,영암군,삼호읍 난전리,126.432975495651,34.7568371367943
(주)대웅에스앤티,목포지점,광주 광산구 평동산단3번로 114,외감,적정,중소기업,202205,"1,900 ","1,900 ","2,000 ",2021,"145,223 ","130,574 ","130,202 ","2,834 ","1,786 ","1,910 ",929 ,492 ,262 ,광주,광산구,옥동,126.76217312594,35.1295403085643
뉴모텍(주),목포지점,광주 광산구 하남산단7번로 8,외감,적정,중소기업,202205,654 ,"2,830 ","3,642 ",2021,"158,644 ","91,715 ","90,401 ","4,136 ","1,533 ","1,038 ","4,214 ",824 ,"2,244 ",광주,광산구,오선동,126.795384442261,35.2055596874124
(유)성경글라스,목포지점,전북 정읍시 2산단8길 6,일반,,중소기업,202205,"1,723 ","1,723 ","1,923 ",2021,"9,687 ","5,601 ","7,743 ",493 ,-304 ,352 ,317 ,-481 ,178 ,전북,정읍시,하북동,126.873861371321,35.5972734434112
(주)지금강이엔지,목포지점,전남 장성군 황룡면 홍길동로 595,외감,적정,중소기업,202205,"8,716 ","8,541 ","8,779 ",2021,"17,480 ","16,331 ","16,369 ",525 ,561 ,659 ,"-1,209 ",-739 ,134 ,전남,장성군,황룡면 금호리,126.719961645601,35.3288981887452
(주)창억,목포지점,광주 북구 경열로 242,외감,적정,중소기업,202205,"6,720 ","5,400 ","5,400 ",2021,"20,013 ","15,745 ","14,497 ","1,147 ",535 ,317 ,923 ,"2,482 ",355 ,광주,북구,중흥동,126.907651895625,35.1607554857787
(주)타마스,목포지점,광주 광산구 손재로287번길 153,외감,적정,중소기업,202205,"3,664 ","4,153 ","9,088 ",2021,"52,012 ","54,722 ","56,241 ","2,882 ","2,702 ","2,587 ","1,796 ","2,400 ",50 ,광주,광산구,하남동,126.790143237829,35.1890428152373
(주)호원테크,목포지점,광주 광산구 평동산단2번로 178,외감,적정,대기업,202205,"2,000 ","2,000 ","2,000 ",2021,"4,353 ","3,808 ","3,823 ",296 ,70 ,290 ,266 ,127 ,242 ,광주,광산구,장록동,126.768724374308,35.1327644475214
코비코(주),목포지점,광주 광산구 평동산단1번로 118,외감,적정,대기업,202205,"35,900 ","35,900 ","31,994 ",2021,"156,018 ","145,234 ","145,041 ","7,961 ","7,079 ","6,615 ","6,479 ","3,618 ","4,623 ",광주,광산구,장록동,126.769421842661,35.1364703699501
최성규(삼승석재),목포지점,전남 보성군 득량면 도촌길 372,개인,,중소기업,202205,500 ,500 ,520 ,2021,0 ,"3,406 ","3,690 ",0 ,210 ,168 ,0 ,179 ,128 ,전남,보성군,득량면 도촌리,127.16903032967,34.7425021384052
(주)한진기공,목포지점,전남 영암군 삼호읍 산단서부로1길 43,일반,,중소기업,202205,400 ,400 ,400 ,2021,"7,206 ","6,768 ","6,501 ",270 ,248 ,346 ,194 ,132 ,204 ,전남,영암군,삼호읍 난전리,126.418943730028,34.7644988044009
(주)엠피에스코리아,목포지점,경기 용인시 처인구 양지면 중부대로2401번길 14,외감,,중소기업,202205,"3,700 ","3,700 ",0 ,2021,"6,657 ","11,016 ","4,845 ","-1,445 ",815 ,440 ,230 ,816 ,562 ,경기,용인시 처인구,양지면 제일리,127.30603626073,37.2385716916546
(주)유탑엔지니어링,목포지점,"전남 화순군 화순읍 자치샘로 48, 310호",외감,적정,중소기업,202205,"5,000 ","1,000 ","1,000 ",2021,"76,936 ","81,445 ","89,971 ","7,598 ","5,319 ","5,313 ","7,548 ","4,349 ","4,989 ",전남,화순군,화순읍 향청리,126.9860372289,35.0609461805631
(유)금영,목포지점,"전남 영암군 삼호읍 용당부두길 50, 1층",외감,적정,중소기업,202205,950 ,950 ,504 ,2021,"18,963 ","21,603 ","19,634 ",-866 ,686 ,962 ,222 ,578 ,694 ,전남,영암군,삼호읍 용당리,126.39503327507,34.772041097113
다스코(주),목포지점,전남 화순군 동면 동농공길 26-2,상장,적정,대기업,202205,"35,500 ","32,302 ","34,168 ",2021,"255,230 ","195,878 ","214,771 ","-1,992 ","-6,861 ","3,351 ","-5,187 ","-8,055 ","2,482 ",전남,화순군,동면 운농리,127.023431349669,35.021323328855
(주)탑스코,목포지점,광주 북구 첨단벤처로16번길 12,일반,,중소기업,202205,0 ,0 ,"1,000 ",2021,"21,840 ","18,772 ","19,681 ",710 ,942 ,782 ,708 ,787 ,873 ,광주,북구,대촌동,126.857858924602,35.222693682534
(주)한맥캐미칼,목포지점,전남 장성군 황룡면 황룡로 177,외감,,중소기업,202205,0 ,0 ,"4,715 ",2021,"10,697 ","9,491 ","9,621 ","1,106 ",718 ,999 ,424 ,930 ,799 ,전남,장성군,황룡면 신호리,126.757066177659,35.2811271781674
(주)태화기업,목포지점,경남 창원시 성산구 창원대로1144번길 33,외감,적정,중소기업,202205,"3,563 ","3,938 ","8,850 ",2021,"68,908 ","53,408 ","71,039 ",530 ,359 ,"-1,529 ","32,945 ",382 ,361 ,경남,창원시 성산구,성주동,128.707114304291,35.1910429333634
(주)한맥디엔에스,목포지점,광주 북구 첨단벤처로60번길 30,일반,,중소기업,202205,"3,000 ","3,000 ","3,000 ",2021,"14,575 ","12,995 ","14,945 ",26 ,20 ,5 ,274 ,840 ,216 ,광주,북구,대촌동,126.860576296163,35.2257108640618
(주)한국메이드,목포지점,전남 목포시 연산동 1246-2번지,외감,적정,중소기업,202205,"4,717 ","5,300 ","4,633 ",2021,"36,312 ","28,643 ","23,044 ","1,365 ","1,003 ",669 ,"1,099 ",756 ,139 ,전남,목포시,연산동,126.373275883053,34.8164833010075
(주)일정,목포지점,광주 광산구 손재로 512-49,외감,적정,중소기업,202205,"3,417 ","3,500 ","3,500 ",2021,"28,367 ","25,869 ","24,339 ",994 ,499 ,437 ,536 ,309 ,346 ,광주,광산구,안청동,126.800705281565,35.2117941900311
(주)한맥전자,목포지점,전남 장성군 황룡면 황룡로 181,외감,적정,중소기업,202205,"17,904 ","9,625 ","8,400 ",2021,"110,512 ","103,073 ","105,711 ","1,722 ","3,127 ","3,292 ","2,276 ","2,108 ","2,797 ",전남,장성군,황룡면 신호리,126.755340193672,35.2801828822837
중흥토건(주),목포지점,광주 북구 무등로 204,외감,적정,대기업,202205,"9,000 ","9,000 ","10,000 ",2021,"1,111,638 ","1,009,733 ","1,473,097 ","94,649 ","68,318 ","268,278 ","180,429 ","95,934 ","239,453 ",광주,북구,신안동,126.905877675952,35.164832678893
(주)웅지하이텍,목포지점,전북 정읍시 고부면 고부농단길 32-14,외감,한정(감사범위제한),중소기업,202205,"3,820 ",0 ,0 ,2021,"79,298 ","63,851 ","49,730 ","1,036 ","1,041 ","1,072 ","1,012 ",942 ,982 ,전북,정읍시,고부면 덕안리,126.771784211181,35.6064250609916
(주)유탑건설,목포지점,"광주 서구 시청로 92, 2층 201호",외감,적정,중소기업,202205,"4,000 ","4,000 ","4,000 ",2021,"198,976 ","211,874 ","173,535 ","16,546 ","13,560 ","10,750 ","13,633 ","12,119 ","9,659 ",광주,서구,치평동,126.852315085262,35.1567502829084
(유)쌍용기업,목포지점,전남 영암군 삼호읍 소등로 137,일반,,중소기업,202205,0 ,295 ,224 ,2021,"1,056 ",852 ,"1,493 ",67 ,66 ,95 ,45 ,36 ,60 ,전남,영암군,삼호읍 나불리,126.448594194228,34.7751158625148
(주)삼주,목포지점,전남 영암군 삼호읍 대불산단8로 78,일반,,중소기업,202205,"2,316 ","2,287 ","1,983 ",2021,"10,903 ","12,387 ","10,155 ",-327 ,259 ,370 ,-211 ,467 ,294 ,전남,영암군,삼호읍 난전리,126.421978454164,34.7611284825195
"NEW-HANAM CO.,LTD.",목포지점,"LOT HT-3-1, ROAD D2, SAIGON HI-TECH PARK, TAN THU WARD, DISTRICT 9, HOCHIMINH CITY, VIETNAM",기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
(주)유탑디앤씨,목포지점,"광주 서구 시청로 92, 2층 201호",외감,적정,대기업,202205,"2,000 ","2,000 ","2,000 ",2021,"153,078 ","225,412 ","88,984 ","-16,667 ","29,652 ","11,537 ","-25,302 ","13,728 ","6,831 ",광주,서구,치평동,126.852315085262,35.1567502829084
나주관광개발(주),목포지점,전남 나주시 남평읍 나주호로 442-129,외감,적정,대기업,202205,"7,943 ","5,000 ","7,857 ",2021,"22,722 ","19,421 ","22,433 ","6,711 ","3,801 ","4,411 ","12,464 ","8,338 ","4,945 ",전남,나주시,남평읍 우산리,126.87553417645,34.9579493467209
남도금형(주),목포지점,광주 광산구 하남산단7번로 54,외감,적정,중소기업,202205,"1,300 ","1,300 ","1,600 ",2021,"54,738 ","45,316 ","37,173 ",391 ,"-3,138 ","-6,314 ",264 ,"-3,315 ","-7,591 ",광주,광산구,오선동,126.800665633669,35.2057730131372
(주)장보고조선,목포지점,전남 목포시 산정공단로 49-1,외감,,중소기업,202205,"1,800 ","1,800 ","1,800 ",2021,"10,578 ","7,109 ","2,309 ",738 ,749 ,220 ,733 ,644 ,235 ,전남,목포시,연산동,126.375261370947,34.8187721398421
"HANMAC MEXICO CO.,LTD",목포지점,"AV HERCULES NO.301 MACROLOTE KANBAN, INT. 21 AL 24 POLIGONO EMPRESARIAL SANTA ROSA, QUERETARO C.P.76220",기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
(주)제이케이중공업,목포지점,전남 목포시 삽진산단로 37,외감,적정,중소기업,202205,"9,650 ","7,200 ","9,000 ",2021,"18,286 ","21,239 ","21,350 ",569 ,704 ,837 ,313 ,286 ,316 ,전남,목포시,연산동,126.382514988684,34.8258319994705
